Contract ID,"Sub Contract Reference ID","Purpose","Version","Original Amount","Current Amount","Spent To Date","Vendor","Sub Vendor","Associated Prime Vendor","Contracting Agency","Contract Type","Award Method","Expense Category","Industry","Start Date","End Date","Registration Date","PIN","APT PIN","M/WBE Category"
"CT113220141419548","","COMPUTER, HARDWARE & ACCESSORIES","1","61921.52","61921.52","61921.52","NET AT WORK INC","No","N/A","Independent Budget Office","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","PURCH DATA PROCESSING EQUIPT","Goods","03/12/2014","05/30/2014","03/27/2014","20141320056","","Non-M/WBE"
"CT185820150002806","","E-Arraigment Toner","2","61915.32","61915.32","61915.32","LEXMARK INTERNATIONAL INC","No","N/A","Department of Information Technology and Telecommunications","SUPPLIES/MATERIALS/EQUIPMENT","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","DATA PROCESSING SUPPLIES","Goods","05/01/2013","01/31/2014","07/30/2014","85814RQ00567","","Non-M/WBE"
"CT126020140000777","","Community Services Block Grant/RFP","6","61896","61896","61807.47","CAMBA INC","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","08/06/2013","26009P0346CNVN002","26014821402A","Non-M/WBE"
"CT104220151405627","","PURCHASE OF EQUIPMENT FOR CUNY TV SECOND PRODUCTION STUDIO","1","61845","61845","61845","APPLE INC","No","N/A","City University of New York","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT","Goods","09/01/2014","10/31/2014","09/23/2014","04215CA035013090314","","Non-M/WBE"
"CT126020140001217","","Community Services Block Grant/RFP,","3","61841","61841","61841","QUEENS COMMUNITY HOUSE, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","06/22/2013","26009P0372CNVN002","26014840303A","Non-M/WBE"
"CT106920150002216","","PURCHASE OF DATAVOLVE SOFTWARE LICENSES WITH ONE (1)  YEAR","1","61838.36","61838.36","0","BELL AND HOWELL, LLC","No","N/A","Department of Social Services","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","DATA PROCESSING EQUIPMENT MAINTENANCE, DATA PROCESSING SUPPLIES","Goods","07/01/2014","06/30/2015","06/20/2014","09614O0049001","15GGEMI02801","Non-M/WBE"
"CT126020140001323","","Community Services Block Grant/ RFP","4","61837","61837","61120.87","GRAND STREET SETTLEMENT","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","07/08/2013","26009P0475CNVN002","26014830303A","Non-M/WBE"
"CT182720131424409","","HPM451dw With Toners","4","61803.75","61803.75","61803.75","ASI SYSTEM INTEGRATION INC","No","N/A","Department of Sanitation","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","PURCH DATA PROCESSING EQUIPT","Goods","05/18/2013","06/30/2013","04/23/2013","0327201301","","Asian American"
"CT112720141407008","","RIVERBED MAINTENANCE","1","61757.18","61757.18","56954.97","COMPULINK TECHNOLOGIES INC","No","N/A","Financial Information Services Agency","WORK/LABOR","SMALL PURCH - IT- 25 K TO 100K","DATA PROCESSING EQUIPMENT MAINTENANCE","Professional Services","01/01/2014","12/31/2014","10/04/2013","127FY1400071","","Hispanic American"
"CT184120131428069","","VIBRATORY PLATE COMPACTOR & WATER KIT","3","61750","61750","61750","DECA  CONSTRUCTION SUPPLY INC","No","N/A","Department of Transportation","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","EQUIPMENT GENERAL","Goods","06/10/2013","09/30/2013","06/14/2013","84113PO489RRM","","Black American"
"CT102520131427459","","Provision of Legal Services - 2013-004591LE","4","61750","61750","13073.8","SCOPPETTA SEIFF KRETZ & ABERCROMBIE","No","N/A","Law Department","CONSULTANT","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","PROF SERV LEGAL SERVICES","Professional Services","04/01/2013","07/31/2016","06/10/2013","02513N0076001","02513X004100","Non-M/WBE"
"CT112520141426153","","DISC K PROVIDE SERVICES TO SENIORS WITH BENEFITS","2","61750","61750","61749","BORO PARK JEWISH COMMUNITY COUNCIL","No","N/A","Department for the Aging","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","06/02/2014","12514L0228001","12514DISC2V7","Non-M/WBE"
"CT185020151408059","","UNINTERRUPTED POWER SUPPLY","1","61708","61708","61708","DERIVE TECHNOLOGIES LLC","No","N/A","Department of Design and Construction","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCH - IT- 25 K TO 100K","CAPITAL PURCHASED EQUIPMENT","Goods","11/02/2014","06/30/2015","10/29/2014","2014-0004","","Asian American"
"CT100220131415091","","Cisco VOIP System Hardware","1","61682.1","61682.1","61682.1","MTM TECHNOLOGIES, INC.","No","N/A","Mayoralty","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT","Goods","01/01/2013","06/30/2013","01/11/2013","00213MIS0782","","Non-M/WBE"
"CT182620141423463","","GALAXY TABLET - CO-OP PURCHASE","5","33537","61625.14","40608.62","CDW GOVERNMENT LLC","No","N/A","Department of Environmental Protection","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","PURCH DATA PROCESSING EQUIPT","Goods","05/05/2014","01/31/2015","05/06/2014","82614O0085001A001","","Non-M/WBE"
"CT104220131417461","","RENOVATION OF WEXLER LIBRARY - HU023-011","1","61615.57","61615.57","61615.57","GAYLORD BROS INC","No","N/A","City University of New York","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT","Goods","01/01/2013","04/15/2013","02/01/2013","04213HU023-011012513","","Non-M/WBE"
"CT184120131416909","","COMMERCIAL DRIVERS TRAINING FOR DOT STAFF","2","61610","61610","36635","FERRARI DRIVING SCHOOL","No","N/A","Department of Transportation","WORK/LABOR","SUBSCRIPTION ETC PER PPB","TRAINING PRGM CITY EMPLOYEES","Standardized Services","01/28/2013","01/27/2014","01/28/2013","84113PO252RRM","","Non-M/WBE"
"CT112720150001337","","ATTACHMATE ENABLES WINDOWS USERS TO CONNECT TO IBM MAINFRAME","1","61601.48","61601.48","61601.48","COMPULINK TECHNOLOGIES INC","No","N/A","Financial Information Services Agency","WORK/LABOR","SMALL PURCH - IT- 25 K TO 100K","DATA PROCESSING EQUIPMENT MAINTENANCE","Standardized Services","07/01/2014","06/30/2015","06/13/2014","127FY1500016","","Hispanic American"
"CT126020140000646","","Out of School Time Summer Initiative","1","61600","61600","61600","SPORTS & ARTS IN SCHOOLS FOUNDATION, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","08/31/2013","07/22/2013","26013N0060176","26014125416Z","Non-M/WBE"
"CTA181620147204906","","DIIT-2013-ITCS3-NAE2-20-OATH PA I","2","44182.5","61597.5","60049.5","COMSYS INFORMATION TECHNOLOGY SERVICES, LLC","No","N/A","Department of Health and Mental Hygiene","CONSULTANT","MULTIPLE AWARDS","CAPITAL PURCHASED EQUIPMENT","Professional Services","02/12/2014","08/22/2014","03/17/2014","14DS049801R0Z01","","Non-M/WBE"
"CT126020150000252","","Neighborhood Development Program","4","57734","61590","13227.12","DIRECTIONS FOR OUR YOUTH INC","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","05/28/2014","26015820201B","","Non-M/WBE"
"CT103920131428802","","FRESH MEADOWS-MILLWORK","1","61584","61584","61584","RESCOM WOODWORKING INC","No","N/A","Queens Borough Public Library","WORK/LABOR","COMPETITIVE SEALED BIDDING","CAPITAL PURCHASED EQUIPMENT","Standardized Services","07/05/2013","07/05/2014","07/03/2013","1003900047692","","Non-M/WBE"
"CT126020150000322","","Neighborhood Development Program","3","57673","61525","51333.25","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","06/03/2014","26015810602B","26015810602B","Non-M/WBE"
"CT185820131421152","","Juniper Hardware & Support","1","61516","61516","61516","CDW GOVERNMENT LLC","No","N/A","Department of Information Technology and Telecommunications","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT, DATA PROCESSING EQUIPMENT MAINTENANCE","Goods","04/01/2013","03/31/2014","04/04/2013","85813RQ00268","","Non-M/WBE"
"CT184120131420283","","BICYCLE SAFETY HELMETS FOR DOT/SAFETY EDUCATION","1","61494.1","61494.1","61494.1","SEVEN STAR SPORTS USA, INC","No","N/A","Department of Transportation","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","SUPPLIES + MATERIALS - GENERAL","Goods","03/25/2013","06/30/2013","03/21/2013","84113PO294TR","","Non-M/WBE"
"CT182620141420643","007","paving","1","61455","61455","0","COBLESKILL STONE PRODUCTS, INC","Yes","HUBBELL INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","06/01/2014","05/31/2016","04/15/2014","","82613WM00275","Non-M/WBE"
"CT112520151415437","","CAPITAL PURCHASE OF A VAN","1","61450","61450","50000","RIVERDALE SENIOR SERVICES INC","No","N/A","Department for the Aging","SUPPLIES/MATERIALS/EQUIPMENT","BORO NEEDS/DISCRETIONARY FUND","CAPITAL PURCHASED EQUIPMENT","Goods","07/01/2014","06/30/2015","01/28/2015","12514L0092001","12514CAPTVMK","Non-M/WBE"
"CT105720151410233","","LNG Gas TankTraining","1","61440","61440","0","MM&P MATES Program","No","N/A","Fire Department","SUBSCRIPTIONS","SUBSCRIPTION ETC PER PPB","TRAINING PRGM CITY EMPLOYEES","Goods","01/01/2015","08/31/2015","12/09/2014","057150000799","","Non-M/WBE"
"CT183620141413219","","MARSHALL VALUATION SVC MANUALS W/MONTHY UPDATES","1","61420","61420","61420","MARSHALL & SWIFT/BOECKH LLC","No","N/A","Department of Finance","SUBSCRIPTIONS","SUBSCRIPTION ETC PER PPB","BOOKS-OTHER, POSTAGE","Goods","01/01/2014","12/31/2014","12/23/2013","2013000497DS","","Non-M/WBE"
"CT183620131416346","","RENEWAL SUBSCRIPTION","1","61420","61420","61420","DECISION INSIGHT INFORMATION GROUP US 1 INC","No","N/A","Department of Finance","SUBSCRIPTIONS","SUBSCRIPTION ETC PER PPB","BOOKS-OTHER, POSTAGE","Goods","01/10/2013","12/31/2013","01/22/2013","2012000463DS","","Non-M/WBE"
"CT181620151400467","","Interactive Voice Response (IVR) System","1","61388.21","61388.21","59538.75","DIRAD TECHNOLOGIES INC","No","N/A","Department of Health and Mental Hygiene","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","TELEPHONE & OTHER COMMUNICATNS","Goods","07/08/2014","06/30/2015","07/18/2014","816-ADM2-15-0256-N00-1","","Non-M/WBE"
"CT100220131428639","","Software Support Services","1","61320","61320","61320","MICROSOFT CORPORATION","No","N/A","Mayoralty","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","DATA PROCESSING EQUIPMENT MAINTENANCE","Goods","06/15/2013","06/14/2014","06/17/2013","00213O0010001","","Non-M/WBE"
"CT126020150000319","","Neighborhood Development Program","3","57474","61313","51069.46","THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","05/21/2014","26015811200B","26015811200B","Non-M/WBE"
"CT182620151407773","","5090021 NYS R/C PC66192 GAS DEL TO NYCDEP WESTCHESTER COUNTY","2","25000","61296.56","60950.13","UNITED METRO ENERGY CORP","No","N/A","Department of Environmental Protection","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","MOTOR VEHICLE FUEL","Goods","08/01/2014","12/18/2014","09/29/2014","82615O0030001A001","","Non-M/WBE"
"CTA185820157200496","","ITCS NEG. ACQUISITION 2 - HRO SANDY TRACKER BUSINESS ANALYST","1","61266.4","61266.4","59764.21","RANGAM CONSULTANTS INC","No","N/A","Department of Information Technology and Telecommunications","CONSULTANT","MULTIPLE AWARDS","PROF SERV COMPUTER SERVICES","Professional Services","06/30/2014","12/28/2014","07/28/2014","85811O0022001N002","","Asian American"
"CT181620151420178","","To purchase Tags for Pet Identification","2","61250","61250","0","EVERGREEN CORPORATE GIFTS & PROMOTIONS INC","No","N/A","Department of Health and Mental Hygiene","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","SUPPLIES + MATERIALS - GENERAL","Goods","03/02/2015","06/30/2015","04/02/2015","EHSJ152856N00","","Women"
"CTA185820147204802","","ITCS NEGOTIAED ACQUISITION DEEP2 Jr. Business Analyst","1","61200","61200","57510","GCOM SOFTWARE INC","No","N/A","Department of Information Technology and Telecommunications","CONSULTANT","MULTIPLE AWARDS","CAPITAL PURCHASED EQUIPMENT","Professional Services","02/26/2014","08/21/2014","03/14/2014","85811O0030001N003","","Asian American"
"CT100320151424991","","ADA PRIVACY BOOTH SHIELDS AND REGULAR SHIELDS","1","61200","61200","0","NAZTEC INTERNATIONAL GROUP LLC","No","N/A","Board of Elections","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","PRINTING CONTRACTS","Goods","05/04/2015","07/30/2015","05/29/2015","5211615","","Non-M/WBE"
"CT182620141416624","","SERVICE AND REPAIR OF VARIOUS BANDS OF MOTORS","2","61192","61192","60119.98","LONGO ELECTRICAL-MECHANICAL INC","No","N/A","Department of Environmental Protection","WORK/LABOR","RENEWAL OF CONTRACT","MAINT & REP GENERAL","Standardized Services","03/01/2014","02/28/2015","03/14/2014","82610B0047001R001","826111273MTR","Non-M/WBE"
"MA185720140000213","","PROCURE ENTREES, FRESH & HALAL FOR D.O.C.","1","61098.6","61098.6","0","POLARPAK MEATS LLC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","ACCELERATED PROCUREMENT","","Goods","07/01/2013","06/30/2014","06/21/2013","8571300295","3386125","Non-M/WBE"
"CT126020150000262","","Neighborhood Development Program","3","57273","61098","49334.3","PHIPPS NEIGHBORHOODS INC","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","06/03/2014","26015810103B","","Non-M/WBE"
"CT126020140000711","","Community Services Block Grant/RFP","2","61082","61082","61082","BROOKLYN CHINESE AMERICAN ASSOCIATION","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","06/10/2013","26009P0241CNVN002","26014820700A","Non-M/WBE"
"CT126020150000586","","Neighborhood Development Program","4","57257","61081","54158.63","LA ASOCIACION BENEFICA CULTUR- AL FATHER BILLINI","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","05/28/2014","26015840301B","","Non-M/WBE"
"CT185020141417177","","MICROSOFT PREMIER SUPPORT","1","61080","61080","61080","MICROSOFT CORPORATION","No","N/A","Department of Design and Construction","WORK/LABOR","INTERGOVERNMENTAL PROCUREMENT","DATA PROCESSING EQUIPMENT MAINTENANCE","Professional Services","01/12/2014","01/11/2015","02/12/2014","2014-201-8949","","Non-M/WBE"
"CT185020151414274","","MICROSOFT PREMIER SUPPORT","1","61080","61080","61080","MICROSOFT CORPORATION","No","N/A","Department of Design and Construction","WORK/LABOR","INTERGOVERNMENTAL PROCUREMENT","DATA PROCESSING EQUIPMENT MAINTENANCE","Professional Services","01/12/2015","01/11/2016","01/14/2015","201520154444","","Non-M/WBE"
"CT112520151425487","","MICROSOFT IT PREMIER SUPPORT SERVICES","1","61080","61080","0","MICROSOFT CORPORATION","No","N/A","Department for the Aging","WORK/LABOR","INTERGOVERNMENTAL PROCUREMENT","DATA PROCESSING EQUIPMENT MAINTENANCE","Human Services","04/01/2015","12/31/2015","05/27/2015","12515O0004001","12515MCRSOFT","Non-M/WBE"
"CT184620141405358","","To perform soil analysis testing","4","61066.4","61066.4","13437.71","US AGRICULTURAL DEPT.","No","N/A","Department of Parks and Recreation","REQUIREMENTS-SERVICES","GOVERNMENT TO GOVERNMENT","CONTRACTUAL SERVICES GENERAL","Professional Services","01/01/2014","12/31/2015","02/26/2014","84614T0001001","E","Individuals and Others"
"CTA180620137206586","","HPD MODERNIZATION PROJECT","2","68495","61058.4","61058.4","PSI INTERNATIONAL INC","No","N/A","Housing Preservation and Development","CONSULTANT","MULTIPLE AWARDS","CAPITAL PURCHASED EQUIPMENT","Professional Services","01/22/2013","06/30/2013","06/05/2013","806131000766","","Asian American"
