Contract ID,"Sub Contract Reference ID","Purpose","Version","Original Amount","Current Amount","Spent To Date","Vendor","Sub Vendor","Associated Prime Vendor","Contracting Agency","Contract Type","Award Method","Expense Category","Industry","Start Date","End Date","Registration Date","PIN","APT PIN","M/WBE Category"
"CT126020141426780","","To service and assist families with special needs.","1","6000","6000","6000","OTSAR FAMILY SERVICES, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","06/30/2014","26014L1779001","26014028409L","Non-M/WBE"
"CT184620141402477","002","surveyor","1","6000","6000","0","AMERICAN ENGINEERING SERVICES, P.C.","Yes","WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.","Department of Parks and Recreation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","09/23/2013","06/19/2014","08/28/2013","","","Non-M/WBE"
"CT126020151423792","","To provide tennis programs for youth from high risk, low","1","6000","6000","6000","HARLEM JUNIOR TENNIS AND EDUCATION PROGRAM INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2015","05/11/2015","26015033133M","","Non-M/WBE"
"CT180120131422083","","LMDC-SFAP FY13","1","6000","6000","6000","SUN VARIETY SHOP","No","N/A","Department of Small Business Services","OTHERS","SM. PURCHASE -GRANTS","CONTRACTUAL SERVICES GENERAL","Standardized Services","03/21/2013","06/30/2013","03/21/2013","801-13SBS10844","","Non-M/WBE"
"CT126020151401166","","Provide support for the Empire Mentoring Initiative","1","6000","6000","4853.28","VISION URBANA, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","10/16/2014","26013032328L","","Non-M/WBE"
"CT126020151410787","","Acts as a Fiscal Conduits","4","6000","6000","6000","NIA COMMUNITY SERVICES NETWORK","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM, PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","11/13/2014","26014023372L","","Non-M/WBE"
"CT126020141417170","","Funds will be used pay operational and other expenses.","1","6000","6000","6000","TAIWAN CENTER","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","05/30/2014","26014L0929001","26014042519L","Non-M/WBE"
"CT112520151404565","","ASSIST ELDERLY ADULTS TO ENROLL IN MEDICARE PART D","1","6000","6000","6000","UNITED JEWISH ORGANIZA- TION OF WILLIAMSBURG, INC","No","N/A","Department for the Aging","CONSULTANT","SMALL PURCHASE - ORAL SOLICITA","PROF SERV OTHER","Human Services","04/01/2014","09/29/2014","08/20/2014","12515UJORGAN","","Non-M/WBE"
"CT184620131428382","002","Temporary Fence Work","1","6000","6000","6000","MIDTOWN FENCING & RAILING LLC","Yes","VENUS GROUP, INC","Department of Parks and Recreation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","09/15/2013","07/14/2014","06/18/2013","","","Black American"
"CT184620131424626","","94850846 BLANKET ORDER FOR PLANTS NOT TO EXCEED","1","6000","6000","5987.75","BISSETT NURSERY CORP","No","N/A","Department of Parks and Recreation","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Goods","05/02/2013","06/30/2013","05/06/2013","94850846","","Non-M/WBE"
"CT184620141416487","001","Clean Drainage Structures; Sewers and T.V. Inspections","1","6000","6000","0","CMI SERVICES CORP","Yes","J.R. GROUP OF NEW YORK, INC.","Department of Parks and Recreation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","04/30/2014","04/29/2015","02/06/2014","","","Non-M/WBE"
"CT184620151407683","006","Pest and Rodent Control","1","6000","6000","0","JOSE CAMPUZANO JOES PEST CONTROL","Yes","RESTANI CONSTRUCTION CORP","Department of Parks and Recreation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","03/30/2015","05/13/2016","11/21/2014","","","Hispanic American"
"CT126020151419492","","Youth Mentoring","1","6000","6000","5730","VISION URBANA, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2015","03/06/2015","26015032328M","","Non-M/WBE"
"CT126020151419251","","Discretionary Contracts-Youth Literacy","1","6000","6000","5738.85","KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2015","03/23/2015","26015042590M","","Non-M/WBE"
"CT112520151424200","","SENIOR SERVICES SUPPORT, OPERATING COSTS","2","6000","6000","3183.35","CONCERNED RESIDENTS ORGANIZATION, INC","No","N/A","Department for the Aging","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","04/24/2015","12515DISC1ZB","12515DISC1ZB","Non-M/WBE"
"CT112520151421619","","SENIOR SERVICES SUPPORT, OPERATING COSTS","3","2000","6000","0","CAREGIVERS OUTREACH MINISTRY EMPOWERMENT INC","No","N/A","Department for the Aging","PROGRAMS","SMALL PURCHASE - ORAL SOLICITA","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","03/30/2015","12515BPBL1WP","12515BPBL1WP","Non-M/WBE"
"CT112520151404569","","ASSTST ELDERLY ADULTS TO ENROLL IN MEDICARE PART D","1","6000","6000","6000","THE SPANISH SPEAKING ELDERLY COUNCIL-RAICES INC","No","N/A","Department for the Aging","CONSULTANT","SMALL PURCHASE - ORAL SOLICITA","PROF SERV OTHER","Human Services","04/01/2014","09/29/2014","08/21/2014","12515SRAICES","","Non-M/WBE"
"CT112520141410566","","DISC K TRANSPORTATION FOR DISABLED TENANTS OF ROOSEVELT","1","6000","6000","6000","ROOSEVELT ISLAND DISABLED ASSO CIATION","No","N/A","Department for the Aging","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","11/07/2013","12514DISC3TD","","Non-M/WBE"
"CT126020151417584","","Funds will be used to provide staffing for the Youth Garden","1","6000","6000","5730","WEST 181ST STREET BEAUTIFICATION PROJECT INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","02/23/2015","26015038542M","","Non-M/WBE"
"CT112520151426418","","SENIOR SERVICES GENERAL OPERATION EXPENSE","1","6000","6000","0","SELFHELP COMMUNITY SERVICES, INC.","No","N/A","Department for the Aging","PROGRAMS","SMALL PURCHASE - ORAL SOLICITA","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","05/21/2015","12515BPBL2BS","","Non-M/WBE"
"CT182620141412047","005","TOPOGRAPHIC SURVEYING SERVICES","1","6000","6000","0","MUNOZ ENGINEERING & LAND SURVEYING, P.C.","Yes","HAZEN & SAWYER","Department of Environmental Protection","CONSULTANT","REQUEST FOR  PROPOSAL (RFP)","","Arch and Engineering","12/18/2013","01/20/2015","12/12/2013","","82613WPC1274","Non-M/WBE"
"CT126020141413356","","Funds use to provide arts & crafts homework & tutoring","1","6000","6000","6000","THE FATHERS HEART MINISTRIES","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","02/13/2014","26014L1309001","26014033191L","Non-M/WBE"
"CT126020141417072","","To support homework help for youth.","1","6000","6000","5730","African Refuge.org","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","02/26/2014","26014L0277001","26014052153L","Non-M/WBE"
"CT126020141411116","","To support the local food pantry","2","6000","6000","6000","SCO FAMILY OF SERVICES","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","11/27/2013","26014L0552001","26014028309L","Non-M/WBE"
"CT106820141422009","","Temporary Worker to Assist with the Processing of Boxes","1","6000","6000","0","NEW YORK STATE INDUSTRIES FOR THE DISABLED INC","No","N/A","Administration for Children's Services","WORK/LABOR","SMALL PURCHASE - WRITTEN","TEMPORARY SERVICES","Goods","01/01/2014","04/30/2014","04/18/2014","14AC1361","","Non-M/WBE"
"CT126020141411027","","Support enivronmental forums, e-waste and textile collection","1","6000","6000","5730","MORNINGSIDE HEIGHTS/ WEST L HARLEM SANITATION COALITION","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","12/02/2013","26014L0518001","26014038169L","Non-M/WBE"
"CT126020151403273","005","Music production program for middle school after school program.","1","6000","6000","3571.5","The Network Recording Studios","Yes","COMMUNITY PARTNERSHIP CHARTER SCHOOLS EDUCATION CORPORATION","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","","Not Classified","11/03/2014","06/26/2015","09/16/2014","","","Non-M/WBE"
"CT112520141408089","","DISC K PROVIDE SENIOR HEALTH & WELLNESS CLASSES","2","5000","6000","5987.8","YOUNG ISRAEL SENIOR SERVICES, INC.","No","N/A","Department for the Aging","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","10/09/2013","12514DISC2TM","","Non-M/WBE"
"CT105720151405491","","DISCRETIONARY AWARD F/DELIVERY OF EMERGENCY SE.#FY14 4526","1","6000","6000","6000","QUEENS VILLAGE HOLLIS BELLEROSE VOL. AMB. CORPS. INC","No","N/A","Fire Department","WORK/LABOR","BORO NEEDS/DISCRETIONARY FUND","SUPPLIES + MATERIALS - GENERAL","Human Services","07/01/2013","06/30/2014","09/23/2014","05715L0001001","","Non-M/WBE"
"CT184620151400213","","Funds will support Summer Stage events","1","6000","6000","6000","CITY PARKS FOUNDATION","No","N/A","Department of Parks and Recreation","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","CONTRACTUAL SERVICES GENERAL","Human Services","07/01/2013","06/30/2014","07/23/2014","84614L005001","E","Non-M/WBE"
"CT126020151425863","","Funding will provide support for a multi-pronged education","2","6000","6000","5730","Leave It Better Foundation","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2015","05/19/2015","26015032575M","","Non-M/WBE"
"CT182620131430258","002","PERFORM NON-DESTRUCTIVE TESTING TO LOCATE UNDERGROUND UTILITIES, VOIDS AND UST'S AS WELL AS LOCATE REBAR, POST TENSION CABLE, VOID AND CONDUITS BOTH IN AND UNDER CONCRETE FLOORS, WALLS, AND CEILINGS","1","6000","6000","0","GROUND PENETRATING RADAR SYSTEMS INC","Yes","HALCYON CONSTRUCTION CORP","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","05/07/2014","08/11/2015","07/11/2013","390-002","82613WPC1264","Non-M/WBE"
"CT112520151419947","","SENIOR SERVICES SUPPORT, OPERATING COSTS","1","6000","6000","0","HEALTH ADVOCATES FOR OLDER PEOPLE, INC.","No","N/A","Department for the Aging","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","03/06/2015","12515DISC3WD","12515DISC3WD","Non-M/WBE"
"CT180620151418279","","Provision of Counseling & Outreach","1","6000","6000","0","PRATT AREA COMMUNITY COUNCIL","No","N/A","Housing Preservation and Development","CONSULTANT","SM PURCHASE COUNCIL & BP NEEDS","CONTRACTUAL SERVICES GENERAL","Professional Services","07/01/2014","06/30/2015","02/19/2015","806151000265","","Non-M/WBE"
"CT112520151407969","","HELP SUPPORT THE EXPLORERS PROGRAM WHICH PROVIDES EDUCATION","2","6000","6000","0","71ST PRECINT COMMUNITY COUNCIL INC.","No","N/A","Department for the Aging","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","10/01/2014","12514DISC2XT","","Non-M/WBE"
"CT184620151409423","009","Soil Analysis","1","6000","6000","0","P.W. GROSSER CONSULTING, INC","Yes","BRIGHTON BUILDER LLC","Department of Parks and Recreation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Professional Services","03/20/2015","03/31/2015","11/17/2014","","","Non-M/WBE"
"CT184620141405525","009","Roofing Installation","1","6000","6000","0","OLENI CONTRACTING CORP","Yes","AR BROTHERS CONSTRUCTION CORP","Department of Parks and Recreation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","08/18/2014","03/06/2015","09/30/2013","26-0682326","","Non-M/WBE"
"CT126020141423916","","Support the HEAF after-school, Saturdays, and summer program","1","6000","6000","6000","HARLEM EDUCATIONAL ACTIVITIES FUND INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","05/24/2014","26014L0576001","26014032412L","Non-M/WBE"
"CT126020151416715","","To support operational costs for youth program that provides","1","6000","6000","5730","Ditmas park youth group","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2015","02/18/2015","26015023310M","","Non-M/WBE"
"CT126020151419831","","To support food pantries and soup kitchens.","1","6000","6000","5730","Greenpoint Reformed Church","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","04/25/2015","26015029051M","","Non-M/WBE"
"CT184620141411507","","107526846/BLANKET ORDER FOR NURSERY/GREENHOUSE SUPPLIES","3","6000","6000","5957.23","GRIFFIN GREENHOUSE  SUPPLIES","No","N/A","Department of Parks and Recreation","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Goods","11/27/2013","06/17/2014","03/07/2014","107526846-A","","Non-M/WBE"
"CT185020141419233","003","survey and monitoring","1","6000","6000","0","URBAN ENVIRONMENTAL PEST MGMT","Yes","MASPETH SUPPLY CO LLC","Department of Design and Construction","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Professional Services","07/10/2014","07/01/2016","04/29/2014","","","Non-M/WBE"
"CT126020151421378","","Food Pantry/Soup Kitchen","1","6000","6000","5730","BOHEMIAN BRETHREN PRESBYTERIAN CHURCH","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","03/23/2015","26015038387M","","Non-M/WBE"
"CT106920151422876","","Provision of ant-eviction legal services","1","6000","6000","4386.22","GODDARD RIVERSIDE COMMUNITY CENTER","No","N/A","Department of Social Services","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","HOMELESS FAMILY SERVICES","Human Services","07/01/2014","06/30/2015","04/08/2015","09615L0079001","FY15 4700","Non-M/WBE"
"CT185020141412577","003","Photographic Documentation of the Project","1","6000","6000","0","SAM LIVINGSTON","Yes","EIC.ASSOCIATES INC","Department of Design and Construction","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Professional Services","05/12/2014","12/31/2016","02/26/2014","","","Non-M/WBE"
"CT126020151409542","","Funds will support Battery Urban Fund an educational program","1","6000","6000","6000","THE BATTERY CONSERVANCY, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2015","12/08/2014","26015032558M","","Non-M/WBE"
"CT126020141427586","","To provide homework assistance to the struggling children, s","2","6000","6000","5730","Ditmas park youth group","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","07/03/2014","26014023310L","","Non-M/WBE"
"CT126020151421306","","Funds will support a community after school","1","6000","6000","6000","GREATER CHINATOWN COMMUNITY ASSOCIATION","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2015","03/30/2015","26015032622M","","Non-M/WBE"
"CT182620131422277","","Platinum Maintenance Subscription Renewal. 3005208","1","6000","6000","6000","INNOVYZE INC","No","N/A","Department of Environmental Protection","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - SOLE SOURCE","DATA PROCESSING SUPPLIES","Goods","03/25/2013","06/30/2013","03/27/2013","3005208","","Non-M/WBE"
"CT126020141411994","","To support an after-school program","1","6000","6000","6000","YM YWHA OF THE BRONX/RIVE RIVERDALE YM-YWHA","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","03/12/2014","26014L0869001","26014018127L","Non-M/WBE"
"CT101320141422878","","MEETING SPACE","2","3000","6000","6000","AMERICAN LEGION CONTIENTAL POST 1424","No","N/A","Borough President - Queens","OTHERS","SMALL PURCHASE - PUBLICLY LET","CONTRACTUAL SERVICES GENERAL","Not Classified","07/01/2013","06/30/2014","04/11/2014","01320140045","","Non-M/WBE"
"CT126020141413789","","Support mainienace and operation of educational program","1","6000","6000","6000","OLDSTONE HOUSE OF BROOKLYN","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","01/28/2014","26014L0315001","26014022334L","Non-M/WBE"
"CT126020151414929","","To support the local food pantry.","1","6000","6000","5730","Greenpoint Reformed Church","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","01/14/2015","26014029051L","FY14 6161","Non-M/WBE"
"CT184620131423555","","91367846 - IT AND COMPUTER RELATED ELECTRONICS","1","5998.34","5998.34","5998.34","B & H FOTO & ELECTRONICS CORP","No","N/A","Department of Parks and Recreation","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","CAPITAL PURCHASED EQUIPMENT","Goods","04/08/2013","06/30/2013","04/30/2013","91367846","","Non-M/WBE"
"CT182620131425445","","3080556- Magazine Subscriptions","1","5990","5990","5990","E&E PUBLISHING LLC","No","N/A","Department of Environmental Protection","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCH -SUBSCRIPTION ETC","BOOKS-OTHER","Goods","04/01/2013","04/01/2014","05/03/2013","82613U0050001","","Non-M/WBE"
"CT181920151403199","","MONITOR","1","5975.44","5975.44","5975.44","WELCH ALLYN INC","No","N/A","Health and Hospitals Corporation","REQUIREMENTS-GOODS","SMALL PURCHASE - PUBLICLY LET","CONSTRUCTION-BUILDINGS","Goods","08/05/2014","11/07/2014","08/06/2014","000000","","Non-M/WBE"
"CT182620151405343","005","Infiltration testing","1","5975","5975","0","SOIL MECHANICS DRILLING CORP","Yes","GALVIN BROTHERS & MADHUE CON- TRACTING","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","03/06/2015","06/15/2015","09/22/2014","","82613WP01282","Non-M/WBE"
