Contract ID,"Sub Contract Reference ID","Purpose","Version","Original Amount","Current Amount","Spent To Date","Vendor","Sub Vendor","Associated Prime Vendor","Contracting Agency","Contract Type","Award Method","Expense Category","Industry","Start Date","End Date","Registration Date","PIN","APT PIN","M/WBE Category"
"CTA100220147206092","","MULTI-SITE FEASIBILITY STUDY","3","1112633.34","1112633.34","269442.38","URBAHN ARCHITECTS PLLC","No","N/A","Mayoralty","REQUIREMENTS-SERVICES","MULTIPLE AWARDS","PROF SERV ENGINEER & ARCHITECT","Professional Services","05/05/2014","03/27/2016","05/20/2014","0020198220","","Non-M/WBE"
"CT181620141424436","","Housing Opportunities for People living with AIDS","6","1112500","1112500","484641.73","PROMESA INC.","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","CONTRACTUAL SERVICES GENERAL","Human Services","10/01/2013","06/30/2016","05/20/2014","81611P0023013","","Non-M/WBE"
"CT185820151407821","","FY15 IBM PPA S-Ware Support","1","1112444.3","1112444.3","1112444.1","INTERNATIONAL BUSINESS MACHINES CORP","No","N/A","Department of Information Technology and Telecommunications","REQUIREMENTS-SERVICES","INTERGOVERNMENTAL PROCUREMENT","DATA PROCESSING EQUIPMENT MAINTENANCE","Goods","07/01/2014","06/30/2015","10/22/2014","85815O0001001","","Non-M/WBE"
"CT126020151402402","","OST Middle School Expansion","2","1112000","1112000","184583.03","THE EDUCATIONAL ALLIANCE INC","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/18/2014","260150142001","","Non-M/WBE"
"MA104020159572726","","PD for School Leaders and Teachers","1","1111666","1111666","2000","BANK STREET COLLEGE OF EDUCATION","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","RFP FROM A PQVL","","Professional Services","12/01/2014","09/30/2019","12/15/2014","R0929","QR929BY","Non-M/WBE"
"MA104020149474381","","Emergency Specila Education Transportation","1","1111126.62","1111126.62","195764.31","L&M BUS CORP","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","EMERGENCY","","Standardized Services","01/02/2014","03/31/2014","03/24/2014","EMERG","","Non-M/WBE"
"MA104020149473671","","Boardworks Software","1","1110000","1110000","553779","BK INTERACTIVE","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","DEPT OF ED LISTING APPLICATION","","Goods","11/01/2013","10/31/2016","02/07/2014","R1012","R101201","Non-M/WBE"
"CT126020151403173","","OST Middle School Expansion IC","3","1110000","1110000","178509.81","COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICIANS, INC","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","02/12/2015","260150142024","","Non-M/WBE"
"CTA180120157206049","","CDBG ORR Raise Shorelines Citywide 581100001","1","1109757.74","1109757.74","0","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","OTHER EXPENDITURES-GENERAL","Standardized Services","07/01/2014","06/30/2015","05/08/2015","80113S0004001","","Non-M/WBE"
"CT181620150000473","","Supported Housing","1","1107987","1107987","249189.41","LANTERN COMMUNITY SERVICES INC","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","RENEWAL OF CONTRACT","MENTAL HYGIENE SERVICES","Human Services","07/01/2014","06/30/2017","05/29/2014","81609P0010CNVR004","","Non-M/WBE"
"CT106920141416113","","IT CONSULTING SERVICES - ITEM # 152& 41: UNIX AND IMAGING","10","1107564.15","1107564.15","350222.98","GENESYS CONSULTING SERVICES INC","No","N/A","Department of Social Services","CONSULTANT","INTERGOVERNMENTAL PROCUREMENT","PROF SERV COMPUTER SERVICES","Professional Services","01/01/2014","12/31/2016","02/06/2014","09614G0022001","14GPEMI07901","Women"
"CT112520140000347","","CAREGIVER SERVICES FOR THE ELDERLY","4","1106552","1106552","737702","VISIONS","No","N/A","Department for the Aging","PROGRAMS","RENEWAL OF CONTRACT","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2016","06/27/2013","12510P0008001R001","12514CARE6K5","Non-M/WBE"
"CT126020141411299","","After school sports & Arts Programs for youth","4","1106500","1106500","1092398.91","SPORTS & ARTS IN SCHOOLS FOUNDATION, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","01/16/2014","26014L1002001","26014062159L","Non-M/WBE"
"CT181620141417493","","HOPWA PERMANENT SUPPORTIVE HOUSING POPULATION C","4","1106250","1106250","538082.23","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","CONTRACTUAL SERVICES GENERAL","Human Services","10/01/2013","06/30/2016","02/19/2014","81611P0023015","","Non-M/WBE"
"CT126020151403272","","OST Middle School Expansion","2","1106000","1106000","149226.3","COUNSELING IN SCHOOL, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","11/21/2014","260150142126","","Non-M/WBE"
"CT104020159553593","","UPK-Universal PreKindergarten Services","4","1105812","1105812","253926.7","CHINESE-AMERICAN PLANNING COUNCIL INC","No","N/A","Department of Education","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","11/14/2014","R1015","","Non-M/WBE"
"CT181620150000018","","Mental Health Services for Adults","2","1105134","1105134","315845.72","COLUMBA SERVICES,  INC.","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","RENEWAL OF CONTRACT","MENTAL HYGIENE SERVICES","Human Services","07/01/2014","06/30/2017","05/20/2014","81613M0003005R001","","Non-M/WBE"
"CT185020131407150","","Construction of Knickerbocker Plaza incl Lighting & Trafic","9","851468.8","1104245.34","1006929.75","TROCOM CONSTRUCTION CORP","No","N/A","Department of Design and Construction","CONSTRUCTION","COMPETITIVE SEALED BIDDING","IOTB CONSTRUCTION","Construction Services","02/04/2013","05/31/2015","10/11/2012","85012B0145CNVC002","","Non-M/WBE"
"CT106820151400394","","FY15 BASELINE CHILD CARE NAEs","3","1102500","1102500","779753","St. Albans Montessori Day Care Center, Inc.","No","N/A","Administration for Children's Services","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","DAY CARE OF CHILDREN","Human Services","07/01/2014","06/30/2015","07/23/2014","06814L0057001N001","","Non-M/WBE"
"CT112520140000429","","PROVIDE CASE ASSISTANCE AND INFORMATION","8","718812","1102122","999244.99","COMMUNITY AGENCY FOR SENIOR CITIZENS","No","N/A","Department for the Aging","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","07/18/2013","12511X0005CNVA009","12514VRNA505","Non-M/WBE"
"CT104020159550196","","UPK-Universal Pre-Kindergarten Service","2","1101600","1101600","302760","STAR PARADISE INC.","No","N/A","Department of Education","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","07/15/2014","R1015","","Non-M/WBE"
"CT104020159553836","","UPK-Universal Prekindergarten Services","3","1100000","1100000","160000","FT. GEORGE COMMUNITY ENRICHMENT CENTER, INC.","No","N/A","Department of Education","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","11/25/2014","N1015","","Non-M/WBE"
"CT184620131429927","","ASSIGNMENT- PELHAM BAY ASSIGN. FROM DEP - ENVI. MONITORING","5","967287.42","1100000","1007768.6","STRATIS CONTRACTING CORP.","No","N/A","Department of Parks and Recreation","CONSULTANT","ASSIGNMENT","CONTRACTUAL SERVICES GENERAL","Not Classified","07/01/2013","12/31/2014","07/19/2013","84613X0003CNVA001","","Non-M/WBE"
"CT104020159552316","","UPK-Universal Pre-Kindergarten Service","4","1100000","1100000","421200","BEDROCK AT COBBLE HILL INC","No","N/A","Department of Education","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","08/25/2014","R1015","","Non-M/WBE"
"MMA104020149480017","","IT Professional Services Class 4","2","111343","1100000","522322","EXPERIS US INC","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","REQUEST FOR  PROPOSAL (RFP)","","Professional Services","07/01/2013","06/30/2014","08/16/2013","1C583","1C58309","Non-M/WBE"
"CT182620131427590","001","Electrical","1","1100000","1100000","0","WEST-FAIR ELECTRIC CONTRACTORS INC","Yes","YONKERS CONTRACTING CO INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","10/01/2013","10/01/2015","07/09/2013","","82612WM00271","Non-M/WBE"
"CT184620141408133","","FY 13 REFORESTATION","3","1100000","1099139","447241.57","RML Construction, Inc.","No","N/A","Department of Parks and Recreation","REQUIREMENTS-SERVICES","COMPETITIVE SEALED BIDDING","IOTB CONSTRUCTION","Standardized Services","12/01/2013","05/29/2016","10/30/2013","84613B0098001C002","","Asian American"
"CT104020159552782","","UPK-Universal Pre-Kindergarten Service","8","1098976","1098976","360976","J&J ACADEMY INCORPORATED","No","N/A","Department of Education","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","09/08/2014","N1015","","Non-M/WBE"
"CTA180120137207426","","NYCEDC: CHILD CONTRACT - GREEN INFRA. - SETH LOW&HOPE GARDEN","1","1098477","1098477","0","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","CONTRACTUAL SERVICES GENERAL","Standardized Services","01/01/2013","01/01/2018","06/27/2013","801SBS130177","801SBS120110","Non-M/WBE"
"CT181620150002372","","Supported Housing Services","2","1096986","1096986","147265.16","ST VINCENT'S SERVICES INC","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","RENEWAL OF CONTRACT","MENTAL HYGIENE SERVICES","Human Services","07/01/2014","06/30/2017","06/30/2014","81609P0014CNVR002","","Non-M/WBE"
"CT181620151410351","","Court-Based Intervention Resource Teams (CIRT)","1","1096608","1096608","213549.5","EAC INC EDUCATION AND ASSISTANCE CORP","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","MENTAL HYGIENE SERVICES","Human Services","07/01/2014","06/30/2016","11/20/2014","81615N0008002","","Non-M/WBE"
"CT126020151402668","","OST Middle School Expansion","2","1095600","1095600","140465.18","UNITED ACTIVITIES UNLIMITED UAU","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142266","","Non-M/WBE"
"CT126020151403080","","OST Middle School Expansion","2","1095600","1095600","179637.53","UNITED ACTIVITIES UNLIMITED UAU","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/16/2014","260150142268","","Non-M/WBE"
"CT126020151402676","","OST Middle School Expansion","2","1095600","1095600","190914.76","UNITED ACTIVITIES UNLIMITED UAU","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142265","","Non-M/WBE"
"CT126020151403079","","OST Middle School Expansion","2","1095600","1095600","144509.12","UNITED ACTIVITIES UNLIMITED UAU","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/15/2014","260150142267","","Non-M/WBE"
"CTA180120147207921","","Staten Island Express Bus Service 13790001","2","1095049","1095049","245257.69","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","OTHER EXPENDITURES-GENERAL","Standardized Services","12/31/2013","06/30/2015","07/23/2014","80113S0004001A001","801SBS140179","Non-M/WBE"
"CT104020149453096","","UPK-Universal Pre-Kindergarten Service","10","566190","1094997.5","584724.5","AFRO-AMERICAN PARENTS  EDUCATIONAL CENTER INC","No","N/A","Department of Education","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2013","06/30/2016","10/10/2013","R0968","","Non-M/WBE"
"CT105720140002537","","REPAIR AND RETREADING OF PNEUMATIC TIRE CASING","7","1093800","1093800","295384","JAR RUBBER CORP RANGER TIRES","No","N/A","Fire Department","REQUIREMENTS-SERVICES","COMPETITIVE SEALED BIDDING","MAINT & REP MOTOR VEH EQUIP","Not Classified","07/22/2013","07/21/2019","07/15/2013","05713B0003001","","Non-M/WBE"
"MA104020139375816","","Special Education PD","1","1093753","1093753","1202650","GOLDMANSOUR AND RUTHERFORD COACHING","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","RFP FROM A PQVL","","Professional Services","04/15/2013","08/31/2017","05/28/2013","R0915","QR915GE","Non-M/WBE"
"CT181920141422835","","EPIC DESKTOP VIRTUALIZATION SW","1","1093354","1093354","1093354","EMC CORPORATION","No","N/A","Health and Hospitals Corporation","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT","Goods","04/11/2014","03/27/2015","05/09/2014","000000","","Non-M/WBE"
"MA185720141201321","","TO PROCURE TRUCK, TEMPERATURE CONTROLLED BOX BODY FOR FDNY","1","1093278","1093278","0","GABRIELLI TRUCK SALES LTD","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","11/11/2013","11/10/2016","11/15/2013","85713B0259001","1300411/3487061","Non-M/WBE"
"MA104020139374421","","Student Support Services","1","1092500","1092500","222426.66","VACAMAS PROGRAMS FOR YOUTH OF NY INC.","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","RFP FROM A PQVL","","Human Services","02/01/2013","10/31/2017","02/14/2013","R0898","QR898AM","Non-M/WBE"
"CT180620140001730","","Service of Legal Process and Legal Papers - Award 1","13","497983.35","1092272","484144.16","NATIONWIDE COURT SERVICES, INC NATIONAL PROCESS SERVICES","No","N/A","Housing Preservation and Development","REQUIREMENTS-SERVICES","COMPETITIVE SEALED BIDDING","OTHR SERV AND CHRGS-GENERAL","Standardized Services","07/01/2013","06/30/2016","06/26/2013","80613B0001001A001","","Women"
"CT126020151401701","","OST Middle School Expansion","2","1092000","1092000","129248.18","RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","10/31/2014","260150142074","","Non-M/WBE"
"CT126020151403513","","OST Middle School Expansion","3","1092000","1092000","216354.4","COMMUNITY MEDIATION SERVICES, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/22/2014","260150142219","","Non-M/WBE"
"CT126020151404741","","OST Middle School Expansion","4","1092000","1092000","165499.75","YOUNG DANCERS IN REPERTORY INC","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142198","","Non-M/WBE"
"CT126020151403907","","OST Middle School Expansion","2","1092000","1092000","81163.42","KIPP AMP CHARTER SCHOOL","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","10/03/2014","260150142143","","Non-M/WBE"
"CT126020151404071","","OST Middle School Expansion IC","4","1092000","1092000","205939.87","EAST SIDE HOUSE INC","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142131","","Non-M/WBE"
"CT126020151402365","","OST Middle School Expansion","3","1092000","1092000","217008.78","SPORTS & ARTS IN SCHOOLS FOUNDATION, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142081","","Non-M/WBE"
"CT126020151402765","","OST Middle School Expansion","2","1092000","1092000","211940.85","HAITIAN AMERICANS UNITED FOR PROGRESS INC","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142141","","Non-M/WBE"
"CT126020151403217","","OST Middle School Expansion","4","1092000","1092000","227879.34","XPOSURE FOUNDATION INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/16/2014","260150142196","","Non-M/WBE"
"CT126020151402369","","OST Middle School Expansion","5","1092000","1092000","234028.34","SPORTS & ARTS IN SCHOOLS FOUNDATION, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/10/2014","260150142174","","Non-M/WBE"
"CT126020151402452","","OST Middle School Expansion","3","1092000","1092000","200667.35","SPORTS & ARTS IN SCHOOLS FOUNDATION, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142256","","Non-M/WBE"
"CT126020151405058","","OST Middle School Expansion IC","2","1092000","1092000","179815.87","PURELEMENTS AN EVOLUTION IN DANCE INC","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/30/2014","260150142168","","Non-M/WBE"
"CT126020151406410","","OST Middle School Expansion","5","1092000","1092000","229771.72","FAMILY LIFE ACADEMY CHARTER SCHOOL","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/30/2014","260150142034","","Non-M/WBE"
"CT126020151403577","","OST Middle School Expansion","3","1092000","1092000","225812.43","NEW YORK JUNIOR TENNIS LEAGUE INC","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/19/2014","260150142237","","Non-M/WBE"
"CT126020151403520","","OST Middle School Expansion","2","1092000","1092000","171956.84","ASPIRA OF NEW YORK INC","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142003","","Non-M/WBE"
"CT126020151402673","","OST Middle School Expansion","2","1092000","1092000","144389.8","THE CHILD CENTER OF NY","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/18/2014","260150142263","","Non-M/WBE"
"CT126020151403390","","OST Middle School Expansion","4","1092000","1092000","220001.39","GREATER RIDGEWOOD YOUTH COUNCIL, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","10/15/2014","260150142232","","Non-M/WBE"
"CT126020151402315","","OST Middle School Expansion","2","1092000","1092000","179638.67","BRONX HOUSE INC","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142109","","Non-M/WBE"
"CT126020151402358","","OST Middle School Expansion","3","1092000","1092000","182526.48","VACAMAS PROGRAMS FOR YOUTH OF NY INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","10/03/2014","260150142091","","Non-M/WBE"
"CT126020151402437","","OST Middle School Expansion","3","1092000","1092000","245700","SPORTS & ARTS IN SCHOOLS FOUNDATION, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142182","","Non-M/WBE"
"CT126020151403384","","OST Middle School Expansion","3","1092000","1092000","215274.54","GREATER RIDGEWOOD YOUTH COUNCIL, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/10/2014","260150142226","","Non-M/WBE"
"CT126020151403721","","OST Middle School Expansion","3","1092000","1092000","207152.87","LEARNING THROUGH AN EXPAN DED ARTS PROGRAM","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/15/2014","260150142145","","Non-M/WBE"
"CT126020151403385","","OST Middle School Expansion","4","1092000","1092000","216745.7","GREATER RIDGEWOOD YOUTH COUNCIL, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/18/2014","260150142227","","Non-M/WBE"
"CT126020151403380","","OST Middle School Expansion","5","1092000","1092000","224713.84","GREATER RIDGEWOOD YOUTH COUNCIL, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/19/2014","260150142224","","Non-M/WBE"
"CT126020151403631","","OST Middle School Expansion","3","1092000","1092000","208890.78","DREAMYARD DRAMA PROJECT INC","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142130","","Non-M/WBE"
"CT126020151402444","","OST Middle School Expansion","6","1092000","1092000","243313","SPORTS & ARTS IN SCHOOLS FOUNDATION, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/11/2014","260150142188","","Non-M/WBE"
"CT126020151402455","","OST Middle School Expansion","2","1092000","1092000","209513.86","SPORTS & ARTS IN SCHOOLS FOUNDATION, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2014","06/30/2018","09/10/2014","260150142259","","Non-M/WBE"
