Contract ID,"Sub Contract Reference ID","Purpose","Version","Original Amount","Current Amount","Spent To Date","Vendor","Sub Vendor","Associated Prime Vendor","Contracting Agency","Contract Type","Award Method","Expense Category","Industry","Start Date","End Date","Registration Date","PIN","APT PIN","M/WBE Category"
"CT184120151423401","","Reconstruction of the Mill Basin Creek Br./Belt P' Way, Bkly","1","263683736.15","263683736.15","0","MILL BASIN BRIDGE CONSTRUCTORS LLC","No","N/A","Department of Transportation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","IOTB CONSTRUCTION","Construction Services","06/01/2015","01/24/2021","05/28/2015","84114B0021001","84113BKBR754","Non-M/WBE"
"CT181920060020963","","WORK ORDER NO. 12200570","11","1909000","241217762","235060852","DORMITORY AUTHORITY STATE OF NY","No","N/A","Health and Hospitals Corporation","CONSTRUCTION","INTERGOVERNMENTAL PROCUREMENT","CONSTRUCTION-BUILDINGS","Construction Services","02/26/2014","06/24/2014","12/05/2005","000000","","Non-M/WBE"
"CT182620141413127","","WI-290A (WI-290-L) - INSTALLATION OF SIXTEEN (16) CENTRIFUGE","4","240000000","240000000","0","NEW YORK POWER AUTHORITY","No","N/A","Department of Environmental Protection","CONSTRUCTION","GOVERNMENT TO GOVERNMENT","IOTB CONSTRUCTION","Construction Services","02/27/2014","12/17/2017","02/25/2014","82614T0003001","82614NYPA014","Individuals and Others"
"MMA180120156200841","","contrct extension","2","237524000","237524000","192245.22","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","SOLE SOURCE","","Standardized Services","07/01/2014","12/16/2015","12/02/2014","80114S0003001","","Non-M/WBE"
"MA185720131201846","","PROVIDE AUTOMOTIVE PARTS & ROOM OPERATION  INVENTORY SERVICE","1","225000000","225000000","23926760.78","GENUINE PARTS COMPANY","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","REQUEST FOR  PROPOSAL (RFP)","","Goods","01/04/2013","01/03/2018","03/14/2013","85711P0001001","1100241","Non-M/WBE"
"MMA185720146200422","","PROCURE UNIFORMED ARMED SECURITY GUARD SERVICE FOR -NYC","1","205000000","205000000","16054510.19","ALLIED BARTON SECURITY SERVICES LLC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","WORK/LABOR","REQUEST FOR  PROPOSAL (RFP)","","Standardized Services","12/01/2013","11/30/2018","12/18/2013","85712P0002004","","Non-M/WBE"
"CT185820141406032","","Voice & Data Services","22","185000000","205000000","144757729.37","TELESECTOR RESOURCES GROUP INC A  VERIZON SERVICES GROUP","No","N/A","Department of Information Technology and Telecommunications","CONSULTANT","RENEWAL OF CONTRACT","OTHR SERV AND CHRGS-GENERAL, TELEPHONE & OTHER COMMUNICATNS","Professional Services","01/01/2013","12/31/2015","11/14/2013","85807P0001CNVA001","","Non-M/WBE"
"MMA180120146200407","","CONTRACT EXTENDED TO 12/08/2014 SO THAT WORK CAN CONTINUE","3","197948000","197948000","22276427.64","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","SOLE SOURCE","","Standardized Services","07/01/2013","12/08/2014","11/26/2013","80113S0005001","801SBS130160","Non-M/WBE"
"MA104020159571751","","Food Services Distribution","1","197494930","197494930","29287317.84","TERI NICHOLS INSTITUTIONAL FOOD MERCHANT LLC.","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Standardized Services","11/01/2014","10/31/2019","11/14/2014","B2442","B244201","Non-M/WBE"
"CT185620030015963","","OFFICE SPACE","23","67276051","191300885","76345523.79","RESNICK MURRAY ST. ASSOC.","No","N/A","Department of Citywide Administrative Services","LESSEE","LESSEE NEGOTIATION","RENTALS - LAND BLDGS & STRUCTS","Not Classified","01/01/2013","06/30/2028","01/29/2003","46618","","Individuals and Others"
"CT100220140003422","","Indigent Criminal Defense Services","10","177212305","187646450","187028155.68","THE LEGAL AID SOCIETY","No","N/A","Mayoralty","PROGRAMS","RENEWAL OF CONTRACT","LEGAL AID SOCIETY","Human Services","07/01/2013","06/30/2015","07/09/2013","00211P0022CNVA004","","Non-M/WBE"
"CT182720151411151","","EXPORT OF MUNICIPAL SOLID WASTE FROM QUEENS","3","181286280","181286280","4904809.41","TULLY ENVIRONMENTAL INC ANS ENVIRONMENTAL CO","No","N/A","Department of Sanitation","REQUIREMENTS-SERVICES","COMPETITIVE SEALED BIDDING","MUNICIPAL WASTE EXPORT","Standardized Services","02/05/2015","02/04/2018","01/26/2015","82714B0022007","82714SW00039","Non-M/WBE"
"MA185720141202327","","TO PROCURE TRUCK, COLLECTION, REAR LOADING, 25 C.Y. FOR DSNY","1","180133239","180133239","8741","MACK TRUCKS INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","01/02/2014","01/01/2017","03/13/2014","85713B0035001","1300067/3487086","Non-M/WBE"
"CTA180120147203346","","Rockaway Boardwalks","34","8103275","179652573","62337180.42","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","DESIGN-CONSULTANT-IOTB, IOTB CONSTRUCTION","Standardized Services","11/01/2013","11/01/2018","01/15/2014","80113S0004001","801SBS140179","Non-M/WBE"
"CT106920151409002","","Encumber Funds for Lease","6","174946817","174946817","6625953.91","ABN 2 REALTY LLC","No","N/A","Department of Social Services","LESSEE","LESSEE NEGOTIATION","RENTALS - LAND BLDGS & STRUCTS","Not Classified","08/04/2014","11/03/2034","11/14/2014","BANKNOTE 890","","Individuals and Others"
"CT182720150001651","","EXPORT MUNICIPAL SOLID WASTE FROM BKLYN","2","171615180","171615180","5227773.97","WASTE MANAGEMENT OF NEW YORK, LLC","No","N/A","Department of Sanitation","WORK/LABOR","COMPETITIVE SEALED BIDDING","MUNICIPAL WASTE EXPORT","Standardized Services","11/01/2014","10/31/2017","10/17/2014","82714B0014010","82714WD00024","Non-M/WBE"
"CT184120131426281","","HAZARD MITIGATION FOR EAST RIVER BRIDGES (USACE)","1","165518220","165518220","157260220","US ARMY CORPS OF ENGINEERS RESEARCH & DEVELOPEMENT CENTER","No","N/A","Department of Transportation","CONSTRUCTION","GOVERNMENT TO GOVERNMENT","IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS","Construction Services","05/31/2013","05/31/2023","06/19/2013","84113T0001001","841BRCHAZMIG","Individuals and Others"
"CT185020141418737","","SOUTHWEST BROOKLYN MARINE TRANSFER STATION","2","139403600","139403600","8417561","PRISMATIC DEVELOPMENT CORP.","No","N/A","Department of Design and Construction","CONSTRUCTION","COMPETITIVE SEALED BIDDING","CONSTRUCTION-BUILDINGS","Construction Services","06/12/2014","06/10/2017","06/03/2014","85013B0001001","","Non-M/WBE"
"MA104020159571706","","Food Services Distribution","1","135832655","135832655","22164119.52","METROPOLITAN FOODS INC DRISCOLL FOODS","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Standardized Services","11/01/2014","10/31/2019","11/14/2014","B2442","B244204","Non-M/WBE"
"MA104020149472809","","Transportation Services for Students with Disabilities","1","132241445","132241445","0","NEW DAWN TRANSIT LLC","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Standardized Services","09/01/2014","06/30/2019","12/27/2013","B2321","B232175","Non-M/WBE"
"MA104020149470140","","Transportation Service for studrents with disabilities","1","131368500","131368500","53171453.45","Y & M TRANSIT CORP.","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Standardized Services","09/01/2013","06/30/2018","07/03/2013","B2192","B219245","Non-M/WBE"
"CT182720150001615","","EXPORT MUNICIPAL SOLID WASTE FROM BROOKLYN","3","128711385","128711385","1082531.9","WASTE MANAGEMENT OF NEW YORK, LLC","No","N/A","Department of Sanitation","REQUIREMENTS-SERVICES","COMPETITIVE SEALED BIDDING","MUNICIPAL WASTE EXPORT","Standardized Services","11/01/2014","10/31/2017","04/02/2015","82714B0014011","82714WD00024","Non-M/WBE"
"MA104020149470152","","Transport. Serv. for Students w/Disabilities","1","127484495","127484495","56999306.35","LEESEL TRANSPORTATION CORP.","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Human Services","09/01/2013","06/30/2018","07/03/2013","B2192","","Non-M/WBE"
"CT181620131412408","","COMPREHENSIVE MEDICAL & MENTAL HLTH SERV FOR CORRECTION HLTH","26","126649964","126649964","100921808.1","CORIZON HEALTH INC","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","HOSPITALS CONTRACTS","Human Services","01/01/2013","12/31/2015","12/24/2012","81612N0001004","","Non-M/WBE"
"MA104020159571391","","Fresh Milk and Dairy Products Distribution","1","123112720","123112720","18061649.95","BARTLETT DAIRY INC","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Standardized Services","10/01/2014","09/30/2019","10/14/2014","B2318","B231804","Non-M/WBE"
"CT185020131421425","","New Prefabricated Modular Building Units- Phase 3 Beachfornt","76","105003443.02","121188182.2","109432102.27","TRITON STRUCTURAL CONCRETE INC","No","N/A","Department of Design and Construction","CONSTRUCTION","PQVL COMPETITVE BID LIST","IOTB CONSTRUCTION","Construction Services","03/01/2013","03/31/2015","04/29/2013","85013B0071001C065","85013B0071001","Non-M/WBE"
"CT184120141416546","","Maintain Operate Red Light Camera/Bus Lane Camera System","9","74174713.24","121127752.04","25898383.55","AMERICAN TRAFFIC SOLUTIONS, INC.","No","N/A","Department of Transportation","CONSULTANT","REQUEST FOR  PROPOSAL (RFP)","CAPITAL PURCHASED EQUIPMENT, MAINT & OPER OF INFRASTRUCTURE","Standardized Services","01/01/2014","12/31/2019","03/18/2014","84112P0025001C002","84112P0025001","Non-M/WBE"
"CTA107120157000090","","SECURITY SVCS FOR MANHATTAN/BRONX TASK ORDER DHS071-15-001","31","120917788","120917788","32579977.81","FJC SECURITY SERVICES, INC.","No","N/A","Department of Homeless Services","WORK/LABOR","MULTIPLE AWARDS","SECURITY SERVICES","Standardized Services","07/01/2014","06/30/2017","06/10/2014","85712P0002005","","Non-M/WBE"
"CT185620050024142","","BUILDING LEASE","56","32392401","119166052.03","63487059.94","SAFON LLC","No","N/A","Department of Citywide Administrative Services","LESSEE","ASSIGNMENT","RENTALS - LAND BLDGS & STRUCTS","Not Classified","01/01/2013","06/30/2015","03/10/2005","6819","","Individuals and Others"
"CT185620145402326","","Office Space Rental","7","119144449","119144449","5167769.18","100 CHURCH FEE OWNER LLC","No","N/A","Department of Citywide Administrative Services","LESSEE","LESSEE NEGOTIATION","RENTALS - LAND BLDGS & STRUCTS","Not Classified","03/10/2014","03/31/2034","04/23/2014","8568040","","Individuals and Others"
"MA185720151202161","","TO PROCURE AMBULANCES FOR THE FIRE DEPT. OF THE CITY OF NY","1","114646958.7","114646958.7","0","WHEELED COACH INDUSTRIES INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","03/20/2015","03/19/2018","03/24/2015","85714B0242001","1300471/3587162","Non-M/WBE"
"CTA106920157200271","","SECURITY GUARDS AND RELATED SERVICES- CITYWIDE","12","114255263.06","114255263.06","24401877.12","FJC SECURITY SERVICES, INC.","No","N/A","Department of Social Services","WORK/LABOR","MULTIPLE AWARDS","SECURITY SERVICES","Standardized Services","08/01/2014","07/31/2017","12/12/2014","14BSEGS20301","","Non-M/WBE"
"CT182620131412406","","bypass tunnel Delaware Aqueduct Shaft 5B, 6B","25","101666665","109152121.96","74358254.94","SCHIAVONE CONSTRUCTION CO LLC","No","N/A","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","IOTB CONSTRUCTION","Construction Services","01/14/2013","11/13/2016","12/28/2012","82612B0029001C023","82612W000125","Non-M/WBE"
"MA104020149470078","","Transportation Services for students with disabilities","1","108388800","108388800","46173456.03","MAR-CAN TRANSPORTAION","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Standardized Services","09/01/2013","06/30/2018","07/03/2013","B2192","B219212","Non-M/WBE"
"CT184120131415123","","CONSTR. OF BELT PKWY BRIDGES /GERRISTEN INLET BROOKLYN","15","104227629.96","107606972.83","32147701.31","CCA CIVIL INC","No","N/A","Department of Transportation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","IOTB CONSTRUCTION","Construction Services","02/25/2013","09/05/2017","02/13/2013","84112B0012001C012","","Non-M/WBE"
"CT184120151406751","","RECONSTR. OF HARLRM RIVER DR.VIADUCT B/W 127TH ST. & 2ND AVE","2","105800053.25","105800053.25","4007648.13","DEFOE CORPORATION","No","N/A","Department of Transportation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","IOTB CONSTRUCTION","Construction Services","09/30/2014","12/29/2017","10/31/2014","84114B0012001","84113MNBR710","Non-M/WBE"
"MA104020149473041","","PURCHASE OF OFFICE SUPPLIES","2","105000000","105000000","45894182.28","STAPLES CONTRACT & COMMERCIAL INC","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","INTERGOVERNMENTAL PROCUREMENT","","Goods","05/15/2013","05/14/2016","01/03/2014","PC660","PC66026","Non-M/WBE"
"MMA185720146200601","","PROVIDE UNIFORMED ARMED SECURITY GUARD AND/ OR SUPERVISORS","3","205000000","103500501.39","0","SECURITAS SECURITY SERVICES USA INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","WORK/LABOR","REQUEST FOR  PROPOSAL (RFP)","","Standardized Services","12/01/2013","11/30/2018","12/18/2013","85712P0002006","","Non-M/WBE"
"CT184120131427634","","REPLACEMENT OF CITY ISLAND BRDG OVER EASTCHESTER BAY BRONX","4","102688000.2","102742075.2","15712009.15","TUTOR PERINI CORPORATION","No","N/A","Department of Transportation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","IOTB CONSTRUCTION","Construction Services","09/30/2013","12/31/2016","08/12/2013","NA","84112BXBR618","Non-M/WBE"
"CTA180120147205116","","FA - WCS - New York Aquarium Ocean Wonders: SHARK! 51750001","3","65970000","100715000","33719424.33","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","CONSTRUCTION-BUILDINGS","Standardized Services","03/17/2014","12/14/2018","04/15/2014","80113S0004001","801SBS140179","Non-M/WBE"
"CTA180120147201291","","FA - Cornell Applied Sciences Campus - FAB 55510001","1","100000000","100000000","9364914.24","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","CONSTRUCTION-BUILDINGS, DESIGN-CONSULTANT-BUILDINGS","Standardized Services","08/05/2013","08/05/2018","09/20/2013","80112S0002001A001","801SBS120110","Non-M/WBE"
"MA185720131202012","","PROCURE FOR THE CITY OF N.Y. PRODUCTS FFROM (IBNYS)","5","99786618.1","99786618.1","19810686.84","NATIONAL INDUSTRIES FOR THE BLIND","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","ASSIGNMENT","","Goods","04/01/2013","12/31/2019","04/02/2013","900647","","Non-M/WBE"
"CT185620155000136","","PURCHASE OF NATURAL GAS","1","98033269","98033269","48086277.11","CONSOLIDATED EDISON COMPANY OF NEW YORK INC","No","N/A","Department of Citywide Administrative Services","PUBLICUTILITY","PUBLIC UTILITY","HEAT LIGHT & POWER","Goods","07/01/2014","06/30/2015","06/14/2014","423201502","","Individuals and Others"
"MA104020159571916","","Food Services Distribution","1","96674170","96674170","24201536.92","METROPOLITAN FOODS INC DRISCOLL FOODS","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Standardized Services","11/01/2014","10/31/2019","11/14/2014","B2147","B214701","Non-M/WBE"
"CT185820141407188","","Provision of Serv and Eqpt for Network CPE for 9-1-1 System","8","90627561.99","90855715.34","36255673.16","TELESECTOR RESOURCES GROUP INC A  VERIZON SERVICES GROUP","No","N/A","Department of Information Technology and Telecommunications","OTHERS","RENEWAL OF CONTRACT","CAPITAL PURCHASED EQUIPMENT, CONTRACTUAL SERVICES GENERAL, DATA PROCESSING EQUIPMENT MAINTENANCE, TELEPHONE & OTHER COMMUNICATNS","Professional Services","10/01/2013","06/30/2017","11/14/2013","85806N0001CNVA002","","Non-M/WBE"
"CT184620140000002","","MAINTENANCE, PROGRAMMING AND OPERATION OF CENTRAL PARK","6","90000000","90000000","15089295","CENTRAL PARK CONSERVANCY INC","No","N/A","Department of Parks and Recreation","WORK/LABOR","SOLE SOURCE","CONTRACTUAL SERVICES GENERAL","Standardized Services","07/01/2013","06/30/2023","07/18/2013","84613S0004001","","Non-M/WBE"
"CT182720150001614","","EXPORT MUNICIPAL SOLID WASTE FROM BROOKLYN","5","86703286.5","86703286.5","7230999.83","IESI NY CORPORATION","No","N/A","Department of Sanitation","WORK/LABOR","COMPETITIVE SEALED BIDDING","MUNICIPAL WASTE EXPORT","Standardized Services","11/01/2014","10/31/2017","10/16/2014","82714B0014013","82714WD00024","Non-M/WBE"
"CT185620145000030","","PURCHASE OF STEAM","5","84314643","84314643","58134492.92","CONSOLIDATED EDISON COMPANY OF NEW YORK INC","No","N/A","Department of Citywide Administrative Services","PUBLICUTILITY","PUBLIC UTILITY","HEAT LIGHT & POWER","Goods","07/01/2013","06/30/2014","06/12/2013","423201403","","Individuals and Others"
"MA104020149470077","","Transportation Services for Children with Disabilities","1","83347200","83347200","31799122.14","VAN TRANS, LLC","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Standardized Services","09/01/2013","06/30/2018","07/03/2013","B2192","B219210","Non-M/WBE"
"CT182720151411138","","EXPORT OF MUNICIPAL SOLID WASTE FROM QUEENS (REVIEW)","3","83341229.16","83341229.16","4349073.03","WASTE MANAGEMENT OF NEW YORK, LLC","No","N/A","Department of Sanitation","REQUIREMENTS-SERVICES","COMPETITIVE SEALED BIDDING","MUNICIPAL WASTE EXPORT","Standardized Services","02/05/2015","02/04/2018","02/11/2015","82714B0022001","82714SW00039","Non-M/WBE"
"MMA180120146200676","","ECONOMIC DEVELOPMENT SERVICES AT BROOKLYN NAVY YARD","2","82727000","82727000","28264466.56","BROOKLYN NAVY YARD DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","CONSTRUCTION","SOLE SOURCE","","Construction Services","07/01/2013","01/31/2015","01/14/2014","80114S0001001","801SBS140003","Non-M/WBE"
"MA104020159571796","","To provide food service distribution","1","82181370","82181370","10669181.4","MARAMONT CORP THE","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Standardized Services","11/01/2014","10/31/2019","11/28/2014","B2442","B244202","Non-M/WBE"
"CT185620155000135","","PURCHASE OF STEAM","1","82079670","82079670","58950725.86","CONSOLIDATED EDISON COMPANY OF NEW YORK INC","No","N/A","Department of Citywide Administrative Services","PUBLICUTILITY","PUBLIC UTILITY","HEAT LIGHT & POWER","Goods","07/01/2014","06/30/2015","06/16/2014","4232201503","","Individuals and Others"
"MA104020159570016","","To provide desktop, notebook and mobile computers","2","78396833","81949083","23037921.2","LENOVO, INC","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","RENEWAL OF CONTRACT","","Goods","07/01/2014","06/30/2016","08/01/2014","B1849","B184902","Non-M/WBE"
"MA104020149473191","","Audio Visual Products","1","81368265","81368265","30414135.27","CDW GOVERNMENT LLC","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Goods","02/01/2014","01/31/2019","02/26/2014","B2209","","Non-M/WBE"
"CT181620151423436","","Administrator for Community Based Human Services","1","80000000","80000000","0","PUBLIC HEALTH SOLUTIONS","No","N/A","Department of Health and Mental Hygiene","CONSULTANT","REQUEST FOR  PROPOSAL (RFP)","CONTRACTUAL SERVICES GENERAL","Human Services","03/01/2015","02/28/2019","05/12/2015","81615P0002001","","Non-M/WBE"
"CT185620145000031","","PURCHASE OF NATURAL GAS","4","78875966","78875966","63244619.21","CONSOLIDATED EDISON COMPANY OF NEW YORK INC","No","N/A","Department of Citywide Administrative Services","PUBLICUTILITY","PUBLIC UTILITY","HEAT LIGHT & POWER","Goods","07/01/2013","06/30/2014","06/12/2013","423201402","","Individuals and Others"
"MA185720141202266","","3 C.Y. MID DUMP  4-WHEEL STREET SWEEPER, FOR NYC DSNY","1","77844392.4","77844392.4","19285927.29","GLOBAL ENVIRONMENTAL PRODUCTS INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","03/11/2014","03/10/2017","03/14/2014","85714B0010001","1300502/3487114","Non-M/WBE"
"CT185020141410894","","Phase I of the Culture Shed Fixed Building,Boro of Manhattan","2","75000000","75000000","94019.71","CULTURE SHED INC.","No","N/A","Department of Design and Construction","CONSTRUCTION","GRANTS","CONSTRUCTION-BUILDINGS","Construction Services","12/18/2013","12/16/2018","12/18/2013","8502014PV0954G","","Non-M/WBE"
"CT182620141415967","","Carbon Addition Facilities at various WWTPs","11","74325000","74915532.17","17623265.81","WDF INC","No","N/A","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","IOTB CONSTRUCTION","Construction Services","03/03/2014","05/20/2016","02/24/2014","82613B0061001C012","82613WP01283","Non-M/WBE"
"CT185820141411244","","Maint, Repair, and Mod for Intellipath, Key Syst, VOIP","2","74076069.06","74076069.06","5954757.72","CAMELOT COMMUNICATIONS GROUP INC","No","N/A","Department of Information Technology and Telecommunications","WORK/LABOR","COMPETITIVE SEALED BIDDING","CAPITAL PURCHASED EQUIPMENT, OTHER EXPENDITURES-GENERAL, TELECOMMUNICATIONS MAINT","Standardized Services","10/01/2013","09/30/2018","02/13/2014","85813B0003001","","Women"
"CT185699L6619","","RENT    132 WEST 125TH STREET, MAN.","30","13264514","72170997.75","68598664.14","132 W. 125TH CO.","No","N/A","Department of Citywide Administrative Services","LESSEE","LESSEE NEGOTIATION","RENTALS - LAND BLDGS & STRUCTS","Not Classified","01/01/2013","12/31/2014","07/22/1998","132 W 125 FY10","","Individuals and Others"
"CT185620145000032","","PURCHASE OF NATURAL GAS","5","71716434","71716434","57320390.29","THE BROOKLYN UNION GAS COMPANY","No","N/A","Department of Citywide Administrative Services","PUBLICUTILITY","PUBLIC UTILITY","HEAT LIGHT & POWER","Goods","07/01/2013","06/30/2014","06/15/2013","423201404","","Individuals and Others"
"CT182720151415258","","EXPORT MUNICIPAL SOLID WASTE FROM THE BOROUGH OF QUEENS","2","70806487.5","70806487.5","4871095.24","AMERICAN RECYCLING MGT LLC","No","N/A","Department of Sanitation","REQUIREMENTS-SERVICES","COMPETITIVE SEALED BIDDING","MUNICIPAL WASTE EXPORT","Standardized Services","02/05/2015","02/04/2018","04/03/2015","82714B0022003","82714SW00039","Non-M/WBE"
