Contract ID,"Sub Contract Reference ID","Purpose","Version","Original Amount","Current Amount","Spent To Date","Vendor","Sub Vendor","Associated Prime Vendor","Contracting Agency","Contract Type","Award Method","Expense Category","Industry","Start Date","End Date","Registration Date","PIN","APT PIN","M/WBE Category"
"CT186620141411766","","IT TRAINING ACCELA","1","19000","19000","19000","ACCELA INC","No","N/A","Department of Consumer Affairs","OTHERS","SMALL PURCHASE - UNDER $5,000","OTHR SERV AND CHRGS-GENERAL","Standardized Services","12/01/2013","06/30/2014","11/22/2013","ITTRAIN2013","","Non-M/WBE"
"CT126020141421211","","To provide summer and afterschool educational programs","5","19000","19000","19000","COUNCIL OF PEOPLES ORGANIZ- ATION","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM, PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","04/21/2014","26014L1232001","26014022881L","Non-M/WBE"
"CT112520141426186","","DISC K WEEKLY OUTREACH AND SOCIAL SERVICES TO ELDERLY PEOPLE","4","19000","19000","18983.99","PRESTON CENTER OF COMPASSION","No","N/A","Department for the Aging","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","05/22/2014","12514DISC1Z3","","Non-M/WBE"
"CT186620151427422","","OFE - Alternative credit reporting ecosystem research","1","19000","19000","9500","URBANE DEVELOPMENT LLC","No","N/A","Department of Consumer Affairs","CONSULTANT","SMALL PURCHASE - UNDER $5,000","CONTRACTUAL SERVICES GENERAL","Professional Services","05/01/2015","06/30/2015","06/03/2015","06032015","","Black American"
"CT184620151409110","009","Electrical","1","19000","19000","0","UP TOWN ELECTRIC, INC.","Yes","FGI CORPORATION","Department of Parks and Recreation","CONSTRUCTION","PQVL COMPETITVE BID LIST","","Construction Services","04/15/2015","11/01/2015","11/10/2014","","","Non-M/WBE"
"CT107220131423452","","HEAVY DUTY TILT TRUCKS","1","19000","19000","19000","SANZO LTD INC","No","N/A","Department of Correction","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","04/04/2013","09/30/2013","04/05/2013","3-2601-3010-13","","Women"
"CT112520151418993","","SENIOR SERVICES SUPPORT, OPERATING COSTS","1","19000","19000","19000","TAIWAN CENTER","No","N/A","Department for the Aging","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","02/23/2015","12515DISC4WH","12515DISC4WH","Non-M/WBE"
"CT126020151409272","","To support community meetings and other activities.","1","19000","19000","3000","COMMUNITIES OF MASPETH-ELM- HURST TOGETHER INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","12/10/2014","26015048220M","FY15 1013","Non-M/WBE"
"CT180620151416032","","Providing Counseling, Outreach, & Referral","1","19000","19000","12734","NEIGHBORHOOD HOUSING SERVICES OF NYC INC","No","N/A","Housing Preservation and Development","CONSULTANT","SM PURCHASE COUNCIL & BP NEEDS","CONTRACTUAL SERVICES GENERAL","Professional Services","07/01/2014","06/30/2015","01/30/2015","806151000267","","Non-M/WBE"
"CT186620141400129","","Travel Expenses for Agency","2","19000","19000","19000","CITIBANK, N.A.","No","N/A","Department of Consumer Affairs","OTHERS","SM. PURCHASE - GOV'T TO GOV'T","OTHR SERV AND CHRGS-GENERAL","Not Classified","07/01/2013","06/30/2014","07/03/2013","CITIBANK13","","Non-M/WBE"
"CT126020151420287","","Training for adults to recognize and prevent child abuse","1","19000","19000","3316","THE NEW YORK BOARD OF RABBIS INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","04/30/2015","26015038114M","","Non-M/WBE"
"CT180620151402947","004","asbestos abatement","1","19000","19000","19000","NEW STYLE CONTRACTORS INC","Yes","GATEWAY DEMOLITION CORP","Housing Preservation and Development","CONSTRUCTION","EMERGENCY","","Construction Services","05/31/2014","06/02/2014","08/28/2014","20151402947","","Non-M/WBE"
"CT126020141421781","","To make improvements to low income and non profit","2","19000","19000","11241","OPEN SPACE INSTITUTE INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","04/26/2014","26014L0743001","26014038273L","Non-M/WBE"
"CT126020141426060","","Substance abuse, Mental Health and Homelessness","2","19000","19000","8924.89","PALLADIA, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","06/14/2014","26014L1738001","26014038252L","Non-M/WBE"
"CT185620145400019","","BLANKET ORDER FOR MISC ITEMS FOR RESALE AT CITYSTORE","5","15000","19000","11336.62","DARON WORLDWIDE TRADING INC","No","N/A","Department of Citywide Administrative Services","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Goods","07/01/2013","06/30/2014","07/02/2013","85614690112","","Non-M/WBE"
"CT126020141420120","","To support Pride not Prejudice program","2","19000","19000","18145","QUEENS LESBIAN AND GAY PRIDE COMMITTEE INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","03/15/2014","26014L0298001","26014042471L","Non-M/WBE"
"CT107220131421754","","DOLLY CARTS","1","19000","19000","19000","CARTER MILCHMAN & FRANK INC","No","N/A","Department of Correction","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EXPENSE RELA TO MANU INDUSTRY","Goods","03/18/2013","09/30/2013","03/25/2013","3-1600-0038-2013","","Women"
"CT112520151426822","","SENIOR SERVICES SUPPORT, OPERATING COSTS","1","19000","19000","0","HOUSING OPTIONS & GERIATRIC ASSOCIATION RESOURCES INC","No","N/A","Department for the Aging","PROGRAMS","SMALL PURCHASE - ORAL SOLICITA","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","05/27/2015","12515BPBL1N6","12515BPBL1N6","Non-M/WBE"
"CT126020141424189","","Discretionary Contracts CD","2","19000","19000","19000","NEW YORK LAWYERS FOR THE PUB- LIC INTEREST INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","06/24/2014","26014L0703001","26014038283L","Non-M/WBE"
"CT110220151409212","","THREE PROCESS PREPARATION WORKSHOP. FOR CONTRACT 10","1","19000","19000","19000","The Participatory Budgeting Project, Inc.","No","N/A","City Council","CONSULTANT","SMALL PURCHASE - WRITTEN","ECONOMIC DEVELOPMENT","Standardized Services","07/21/2014","07/20/2015","10/16/2014","10220152010113","","Non-M/WBE"
"CT126020131427431","","E SCHIFF, (212)676-6082, eschiff@dycd.nyc.gov","3","19000","19000","15235.15","WINSTON SUPPORT SERVICES,LLC","No","N/A","Department of Youth and Community Development","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - INTERGOV'T","TEMPORARY SERVICES","Goods","05/22/2013","06/30/2013","05/22/2013","13DC1069","","Non-M/WBE"
"CT105720131423867","","WATER PRESSURE BOOSTER 057130001732","1","19000","19000","19000","SANZO LTD INC","No","N/A","Fire Department","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","04/10/2013","06/30/2013","04/11/2013","*","","Women"
"CT126020141418256","","To support events hosted by Be Proud Inc.","4","19000","19000","18145","BE PROUD INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","03/18/2014","26014L1239001","26014028259L","Non-M/WBE"
"CTA184620147203811","","Special Inspections Services CNYG-610M","1","19000","19000","4085","MP ENGINEERS PC","No","N/A","Department of Parks and Recreation","CONSULTANT","MULTIPLE AWARDS","DESIGN-CONSULTANT-BUILDINGS","Professional Services","02/25/2014","02/25/2015","02/04/2014","84610P0032006A001","8462009C000SS6","Asian American"
"CT181620141415334","","Substance Abuse - Outreach/Recreational Program","2","19000","19000","19000","CAMELOT OF STATEN ISLAND, INC","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","MENTAL HYGIENE SERVICES","Human Services","07/01/2013","06/30/2014","01/16/2014","81614L0070001","FY1400840-2","Non-M/WBE"
"CT181620141413261","","FY' 14 #14R0163A-CHEMICAL AND CORROSIVE WASTE","6","18997.5","18997.5","10608.31","RADIAC RESEARCH CORP RAD IAC ENVIRONMENTAL SERVICES","No","N/A","Department of Health and Mental Hygiene","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Goods","01/01/2014","12/31/2014","12/17/2013","14R0163A/JV","","Non-M/WBE"
"CT107120151424618","","MS ACCESS ASSESSMENT ON DHS'S PORTFOLIO AND ACCESS APPS","1","18980","18980","0","SPRUCE TECHNOLOGY INC","No","N/A","Department of Homeless Services","OTHERS","SMALL PURCHASE - WRITTEN","PROF SERV COMPUTER SERVICES","Professional Services","04/28/2015","06/30/2015","04/29/2015","15DHS512","","Asian American"
"CT126020141426448","","E SCHIFF, (212)676-6082, eschiff@dycd.nyc.gov","3","18980","18980","18818","ELENCO ELECTRONIS INC","No","N/A","Department of Youth and Community Development","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - UNDER $5,000","EQUIPMENT GENERAL","Goods","05/27/2014","06/30/2014","05/27/2014","14DC1133","","Non-M/WBE"
"CT104220131425756","","HUNTER COLLEGE WEXLER LIBRARY RENOVATION","1","18976.38","18976.38","18976.38","SHI INTERNATIONAL CORP","No","N/A","City University of New York","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - INFO TECH","CAPITAL PURCHASED EQUIPMENT","Goods","05/01/2013","05/31/2013","05/02/2013","04213HU023011050213","","Non-M/WBE"
"CT184120131429361","","CORSAIR 4GB DESKTOP MEMORY KIT FOR DOT/IT","1","18972","18972","18972","AFAX BUSINESS MACHINES INC","No","N/A","Department of Transportation","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","DATA PROCESSING SUPPLIES","Goods","06/18/2013","06/30/2013","06/18/2013","84113PO524IT","","Hispanic American"
"CT186620141407877","","FROM NEXUSSTAFF Zunilda Gerena DOH TEMP","2","18925","18957","18957","NEXUS STAFFING INC","No","N/A","Department of Consumer Affairs","WORK/LABOR","SMALL PURCHASE - UNDER $5,000","TEMPORARY SERVICES","Not Classified","07/01/2013","06/30/2014","10/04/2013","NEXUS14","","Non-M/WBE"
"CT184620141427092","","115930846, 116093, 116605, SUPPLIES AND MATERIALS - GENERAL","3","18941","18941","10212","FINESSE CREATIONS INC","No","N/A","Department of Parks and Recreation","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Goods","06/14/2014","06/30/2014","06/04/2014","115930846","","Women"
"CT186620141403333","","INVOICE PAYMENT FOR TEMP FROM BEATTY SERVICES SHARON DOUGLAS","1","18925","18925","6591.71","BEATTY'S SERVICES INC.","No","N/A","Department of Consumer Affairs","OTHERS","SMALL PURCHASE - UNDER $5,000","TEMPORARY SERVICES","Not Classified","07/01/2013","06/30/2014","08/12/2013","BEATTY'S13","","Non-M/WBE"
"CT186620141403338","","INVOICE PAYMENT FOR TEMP FROM TOTAL HEALTHCARE Sandra Alonzo","1","18925","18925","18720.9","TOTAL HEALTHCARE STAFFING","No","N/A","Department of Consumer Affairs","WORK/LABOR","SMALL PURCHASE - UNDER $5,000","TEMPORARY SERVICES","Not Classified","07/01/2013","06/30/2014","08/12/2013","TOTALHEALTHCARE14","","Non-M/WBE"
"CT186620141403336","","INVOICE PAYMENT FOR TEMP FROM TOTAL HEALTHCARE Celeste Andra","2","18925","18925","18810.77","TOTAL HEALTHCARE STAFFING","No","N/A","Department of Consumer Affairs","WORK/LABOR","SMALL PURCHASE - UNDER $5,000","TEMPORARY SERVICES","Not Classified","07/01/2013","06/30/2014","08/12/2013","TOTALHEALTHCARE14","","Non-M/WBE"
"CT186620141403334","","INVOICE PAYMENT FOR TEMP FROM BEATTY SERVICES Ayeesha Berte","3","18925","18925","18649.52","BEATTY'S SERVICES INC.","No","N/A","Department of Consumer Affairs","WORK/LABOR","SMALL PURCHASE - UNDER $5,000","TEMPORARY SERVICES","Not Classified","07/01/2013","06/30/2014","08/12/2013","BEATTY133","","Non-M/WBE"
"CT181020151402734","","PE-1 EXPANSION FOLDERS","1","18912.5","18912.5","18912.5","PREFERRED PACKAGING PLUS INC","No","N/A","Department of Buildings","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - UNDER $5,000","PRINTING SUPPLIES","Goods","07/31/2014","06/30/2015","07/31/2014","PE-1 EXPANSION FOLDERS","","Women"
"CT126020141419549","","Educational Support/Middle School Youth:","5","18900","18900","18900","CITIZEN SCHOOLS INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","04/14/2014","26014L1302001","26014032560L","Non-M/WBE"
"CT182620131429344","001","14-JA00-WDFHE-004.00 Mechanical Insulation","1","18900","18900","0","G. M. INSULATION CORP","Yes","WDF INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","01/05/2015","01/30/2015","07/23/2013","","82613WPC1286","Non-M/WBE"
"CT184620151414344","","130889846 STORAGE CONTAINERS","1","18900","18900","18900","CASSONE LEASING INC","No","N/A","Department of Parks and Recreation","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","12/22/2014","06/30/2015","12/23/2014","130889846","","Women"
"CT180620151403815","004","asbestos abatement","1","18900","18900","0","NEW STYLE CONTRACTORS INC","Yes","GATEWAY DEMOLITION CORP","Housing Preservation and Development","CONSTRUCTION","EMERGENCY","","Construction Services","05/27/2014","05/28/2014","08/28/2014","","","Non-M/WBE"
"CT115620141402782","","Landscaping services for the TLC's Woodside facility","1","18899.28","18899.28","15749.4","NEW YORK STATE INDUSTRIES FOR THE DISABLED INC","No","N/A","NYC Taxi and Limousine Commission","WORK/LABOR","SMALL PURCHASE - UNDER $5,000","CONTRACTUAL SERVICES GENERAL","Not Classified","07/01/2013","11/03/2013","08/05/2013","156 14P00032","","Non-M/WBE"
"CT184620131428567","","97368846/LUMBER & HARDWARE SUPPLIES","1","18885.42","18885.42","18885.42","GLENDALE LUMBER CO INC","No","N/A","Department of Parks and Recreation","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","MAINTENANCE SUPPLIES","Goods","06/21/2013","06/30/2013","06/12/2013","97366846","","Non-M/WBE"
"CT180620131416237","","COMPUTER PARTS","1","18885","18885","18885","DERIVE TECHNOLOGIES LLC","No","N/A","Housing Preservation and Development","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","CAPITAL PURCHASED EQUIPMENT","Goods","01/14/2013","06/30/2013","01/14/2013","806131000477","","Asian American"
"CT103920151404202","","PRINT STATION SPINE III ECONOMY SYSTEM & LABEL KIT","1","18884.18","18884.18","18884.18","COMPUTYPE INC","No","N/A","Queens Borough Public Library","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","CAPITAL PURCHASED EQUIPMENT","Goods","08/26/2014","08/26/2015","08/26/2014","1003900047692","","Non-M/WBE"
"CT107220131425351","","NYS OGS CONTRACT# PC65140","1","18883.06","18883.06","18883.06","CARDINAL HEALTH 411 INC","No","N/A","Department of Correction","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Goods","04/29/2013","09/30/2013","04/29/2013","2-0204-0028-2013","","Non-M/WBE"
"CT126020151427707","","Funds willbe used to offset cost purchasing food","1","18875","18875","0","TOMCHE SHABBOS OF BORO PARK AND FLATBUSH, INC","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","06/08/2015","26015028220M","","Non-M/WBE"
"CT126020151422578","","Provide Food pantries and Soup Kitchen","2","18875","18875","12747.66","CROWN HEIGHTS YOUTH COLLECTIVE, INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","SM PURCHASE COUNCIL & BP NEEDS","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","04/08/2015","26015028186M","","Non-M/WBE"
"CT186620141428563","","ORDER FOR SOFTWARE FOR AGENCYWIDE USE OF LIVE CHAT","2","18872.71","18872.71","18872.71","CARAHSOFT TECHNOLOGY CORP","No","N/A","Department of Consumer Affairs","OTHERS","SMALL PURCHASE - UNDER $5,000","OTHR SERV AND CHRGS-GENERAL","Professional Services","06/20/2014","06/30/2015","06/20/2014","SALESFORCE13","","Non-M/WBE"
"CT184620131420061","","91166846","1","18850","18850","18850","JOHN DEERE LANDSCAPES","No","N/A","Department of Parks and Recreation","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Goods","03/13/2013","06/30/2013","03/12/2013","91166846","","Non-M/WBE"
"CT106820131419510","","AUTO ATTENDANT UPGRADE","1","18850","18850","18850","DIRAD TECHNOLOGIES INC","No","N/A","Administration for Children's Services","WORK/LABOR","SMALL PURCHASE - INTERGOV'T","PROF SERV COMPUTER SERVICES","Professional Services","02/20/2013","06/30/2013","02/20/2013","13ACS174","","Non-M/WBE"
"CT107120131416191","","(50) VOIP PHONES EMERGENCY PROCUREMENT-SANDY","1","18848.5","18848.5","18848.5","CONSOLIDATED TECHNOLOGIES INC","No","N/A","Department of Homeless Services","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","PURCH DATA PROCESSING EQUIPT","Goods","01/10/2013","06/30/2013","01/11/2013","13DHS386","","Non-M/WBE"
"CTA180620137204112","","JOC Management & Information Sys. for CCTV at Isaacs Houses","1","18845.98","18845.98","18845.98","NEW YORK CITY HOUSING AUTHORITY","No","N/A","Housing Preservation and Development","REQUIREMENTS-SERVICES","MULTIPLE AWARDS","CAPITAL PURCHASED EQUIPMENT","Professional Services","03/12/2013","05/10/2013","02/07/2013","ISAACSHOUSES-MANH","","Non-M/WBE"
"CT184120151410697","","SECURITY EQUIPMENT for DOT/ TRAFF.Sustainability","1","18840.93","18840.93","15596.96","COMPULINK TECHNOLOGIES INC","No","N/A","Department of Transportation","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","SECURITY EQUIPMENT","Goods","12/10/2014","06/30/2015","12/09/2014","84115PO099TR","","Hispanic American"
"CT185020141425713","004","Progress Photos","1","18820","18820","0","SAM LIVINGSTON","Yes","CAC INDUSTRIES INC","Department of Design and Construction","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Professional Services","10/10/2014","08/31/2015","06/04/2014","","","Non-M/WBE"
"CT105720131425193","","Tourniquets for CFR-D Units","1","18816.3","18816.3","18816.3","CONNETQUOT WEST INC","No","N/A","Fire Department","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Goods","04/23/2013","06/30/2013","04/26/2013","057130001819","","Asian American"
"CT105720131416876","","TRUCK TIRES 057130001188","1","18815","18815","18815","BARNWELL HOUSE OF TIRES INC","No","N/A","Fire Department","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","AUTOMOTIVE SUPPLIES & MATERIAL","Goods","01/17/2013","06/30/2013","01/18/2013","*","","Non-M/WBE"
"CT185020141418737","034","Cut & Cap Existing Water Main","1","18800","18800","0","TRIUMPH CONSTRUCTION CORP","Yes","PRISMATIC DEVELOPMENT CORP.","Department of Design and Construction","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","03/26/2015","03/27/2015","06/03/2014","","","Non-M/WBE"
"CT181620151425637","","Radio Frequency Scanner Receivers and Amplifiers (Including","1","18800","18800","0","COMPULINK TECHNOLOGIES INC","No","N/A","Department of Health and Mental Hygiene","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","TELECOMMUNICATIONS EQUIPMENT","Goods","05/08/2015","06/30/2015","05/11/2015","816-EPRC-15-3038-N00","","Hispanic American"
"CT126020141427425","","E SCHIFF, (212)676-6082, eschiff@dycd.nyc.gov","1","18800","18800","18800","NETWORKED ORGANISMS LLC","No","N/A","Department of Youth and Community Development","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - UNDER $5,000","OTHR SERV AND CHRGS-GENERAL","Goods","06/06/2014","06/30/2014","06/06/2014","14DC1130","","Non-M/WBE"
"CTA185020157206200","","PWD5SHOR, Babe Ruth League Facility Upgrade","1","18785","18785","0","UNIVERSAL TESTING & INSPECTION SERVICES INC","No","N/A","Department of Design and Construction","REQUIREMENTS","MULTIPLE AWARDS","DESIGN-CONSULTANT-IOTB","Professional Services","04/27/2015","01/21/2016","04/22/2015","85012P0022003","","Non-M/WBE"
"CT184620141406111","","104925846 INSTALLATION OF MOORING FIELD AND JET SKI BUOYS.","1","18750","18750","18750","MILLER'S LAUNCH, INC.","No","N/A","Department of Parks and Recreation","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","CONTRACTUAL SERVICES GENERAL","Goods","09/13/2013","06/30/2014","09/16/2013","104925846","","Non-M/WBE"
"CT184620151420297","","79TH STREET BOAT BASIN MAINTENANCE & REPAIRS","1","18750","18750","18750","PILE TEST INC","No","N/A","Department of Parks and Recreation","REQUIREMENTS-SERVICES","SMALL PURCHASE - UNDER $5,000","MAINT & REP GENERAL","Standardized Services","03/23/2015","04/30/2015","04/17/2015","846SP15C000X13","","Non-M/WBE"
"CT106820141427002","","PO to Supply CCTV to Horizon Juveline Center","3","18731.85","18731.85","0","M.ZION SECURITY SYS. CORP","No","N/A","Administration for Children's Services","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Goods","06/02/2014","06/30/2014","06/02/2014","14AC1549","","Women"
"CT106820131430124","","LENOVO LAPTOPS","1","18722","18722","18722","ABRAHAMS CONSULTING LLC","No","N/A","Administration for Children's Services","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","DATA PROCESSING EQUIPMENT MAINTENANCE","Goods","06/24/2013","06/28/2013","06/28/2013","13AC1246","","Black American"
"CT184620141406039","003","Install temporary construction fence","1","18716.95","18716.95","18716.95","Rent-A-Fence, Inc.","Yes","OLSON'S CREATIVE LANDSCAPING CORP","Department of Parks and Recreation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","10/09/2013","10/03/2014","10/07/2013","","","Non-M/WBE"
