Contract ID,"Sub Contract Reference ID","Purpose","Version","Original Amount","Current Amount","Spent To Date","Vendor","Sub Vendor","Associated Prime Vendor","Contracting Agency","Contract Type","Award Method","Expense Category","Industry","Start Date","End Date","Registration Date","PIN","APT PIN","M/WBE Category"
"CTA182720147207501","","SMART CITYWIDE STANDBY INFORMATION TECH AND","3","96100","320850","246992.5","PSI INTERNATIONAL INC","No","N/A","Department of Sanitation","CONSULTANT","MULTIPLE AWARDS","CAPITAL PURCHASED EQUIPMENT","Professional Services","05/19/2014","05/15/2015","06/23/2014","85811O0026001N002","","Asian American"
"CTA180620147207027","","CCTV Security Enhancements @ Taft Rehab in Manhattan","2","420720.75","320846.94","297535.95","NEW YORK CITY HOUSING AUTHORITY","No","N/A","Housing Preservation and Development","REQUIREMENTS-SERVICES","MULTIPLE AWARDS","CAPITAL PURCHASED EQUIPMENT","Professional Services","06/09/2014","12/31/2014","06/09/2014","806HAM14TRSE001","","Non-M/WBE"
"CT107120151402917","","TO PROVIDE SHELTER SERVICES FOR HOMELESS FAMILIES","2","320683","320683","320682.28","HALE HOUSE CENTER INC","No","N/A","Department of Homeless Services","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","HOMELESS FAMILY SERVICES","Human Services","07/01/2014","12/31/2014","09/15/2014","07109X0018CNVN001","","Non-M/WBE"
"CTA180120157200601","","1680 Lexington Theater Improvements Project #16850009","3","70496","320466","313969.91","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","DESIGN-CONSULTANT-BUILDINGS","Standardized Services","07/22/2014","07/01/2015","08/27/2014","80113S0004001A001","801SBS140179","Non-M/WBE"
"CT185720155402927","","HEAVY DUTY TANDEM 50 TON WRECKER","1","320418","320418","0","GABRIELLI TRUCK SALES LTD","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT","Goods","04/01/2015","06/17/2015","05/29/2015","20150C00956","1500553-1550103","Non-M/WBE"
"CTA104020149486012","","IT Consulting Services - Programmer Analyst Level II","3","320320","320320","0","EXPERIS US INC","No","N/A","Department of Education","CONSULTANT","MULTIPLE AWARDS","PROF SERV OTHER","Professional Services","02/06/2014","02/05/2016","03/12/2014","SR087","1C58327","Non-M/WBE"
"CTA104020149486011","","IT Consulting Services - Programmer Analyst Level II","9","320320","320320","136694.25","EXPERIS US INC","No","N/A","Department of Education","CONSULTANT","MULTIPLE AWARDS","PROF SERV COMPUTER SERVICES, PROF SERV OTHER","Professional Services","01/29/2014","01/28/2016","03/11/2014","B2424","1C58327","Non-M/WBE"
"CT106920141406601","","Non-Residential Services","9","320279","320279","317582.58","NYC GAY AND LESBIAN ANTI- VIOLENCE PROJECT","No","N/A","Department of Social Services","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","HOMELESS FAMILY SERVICES","Human Services","10/01/2013","09/30/2014","10/21/2013","06907X0011CNVN005","06914H085209","Non-M/WBE"
"CT184620131416558","","FLAGPOLE PAINTING AND REPAIRS SERVICES","25","320060","320060","216545","OCTAGON PAINTING, INC. OCTAGON FLAG POLES","No","N/A","Department of Parks and Recreation","REQUIREMENTS-SERVICES","COMPETITIVE SEALED BIDDING","MAINT & REP GENERAL, OTHR SERV AND CHRGS-GENERAL","Standardized Services","03/22/2013","03/21/2015","03/04/2013","84612B0142001","E","Non-M/WBE"
"CT126020141406910","","Provide OST for Elementaty School","6","320000","320000","292884.07","MORNINGSIDE CTR FOR TEACHING SOCIAL RESPONSIBILITY INC","No","N/A","Department of Youth and Community Development","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","EDUCATION & REC FOR YOUTH PRGM","Human Services","09/01/2013","06/30/2014","10/28/2013","26014124149L","26014L0115001","Non-M/WBE"
"CT126020141407970","","OST Elem Target Manhattan PS 37 MULTIPLE INTELLIGENCE","4","320000","320000","313500","CHILDREN'S ARTS & SCIENCE WORKSHOPS INC","No","N/A","Department of Youth and Community Development","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","EDUCATION & REC FOR YOUTH PRGM","Human Services","09/01/2013","06/30/2014","10/25/2013","26014124161L","26014L0177001","Non-M/WBE"
"CT104020159552646","","UPK-Universal Pre-Kindergarten Service","8","320000","320000","133000","RAINBOW DAY CARE CENTER INC","No","N/A","Department of Education","PROGRAMS","RENEWAL OF CONTRACT","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2016","09/03/2014","R0882","","Non-M/WBE"
"CT126020151403142","","Srvc Opt 1-Adult Lit Program, Comp 2-BENL-ESOL","7","300000","320000","110100.07","INWOOD COMMUNITY SERVICES INC.","No","N/A","Department of Youth and Community Development","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2017","08/26/2014","260150766606","260150766606","Non-M/WBE"
"CT126020141406091","","OST Elementary Non Target Brooklyn","4","320000","320000","261251.59","FEDERATION OF ITALIAN-AMERICAN ORGANIZATIONS OF BROOKLYN LTD","No","N/A","Department of Youth and Community Development","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","EDUCATION & REC FOR YOUTH PRGM","Human Services","09/01/2013","06/30/2014","10/30/2013","26014124296L","26014L0022001","Non-M/WBE"
"MA185720151200034","","TO PROCURE GRP SIGNAL STAT EMERGENCY LIGHTS & SIREN SYSTEMS","1","319800","319800","139555.77","BRAKE SERVICE INC THE BRAKE SERVICE GROUP NASSAU","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","08/01/2014","07/31/2019","07/16/2014","85714B0104001","1400201/3587021","Non-M/WBE"
"CTA104020149486131","","IT Consulting Services - Programmer Analyst Level III","4","319779.2","319779.2","148455.23","COMPUTER TASK GROUP INC.","No","N/A","Department of Education","CONSULTANT","MULTIPLE AWARDS","PROF SERV COMPUTER SERVICES","Professional Services","02/10/2014","02/09/2016","03/19/2014","SR088","1C58323","Non-M/WBE"
"CT185720145402146","","NEXUS 7000 NETWORKING SWITCH UPGRADE","1","319533.2","319533.2","319533.2","BLUEWATER COMMUNICATIONS GROUP LLC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT","Goods","02/03/2014","01/31/2015","03/14/2014","85814RQ00321","1400321/1450090","Non-M/WBE"
"CTA184620137204277","","CONSTRUCTION MGMT SVCS -  CI & MN BEACH EMERGENCY CLEANUP","5","319404.16","319404.16","300558.58","HILL INTERNATIONAL INC","No","N/A","Department of Parks and Recreation","CONSULTANT","MULTIPLE AWARDS","CONTRACTUAL SERVICES GENERAL, DESIGN-CONSULTANT-IOTB","Professional Services","03/29/2013","03/29/2014","03/13/2013","84610P0017003","84610P0017003C0","Non-M/WBE"
"CT104320151402334","","HARRY MAKRIS 1-646-664-2634 HARRY.MAKRIS@MAIL.CUNY.EDU","1","319336.84","319336.84","319336.84","RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK","No","N/A","City University Construction Fund","OTHERS","MISCELLANEOUS","OTHER EXPENDITURES-REPORTABLE","Not Classified","07/01/2014","07/31/2014","07/30/2014","04314CUCFPAYROLL1","","Non-M/WBE"
"CTA185820147205432","","ITCS Negotiated Acquistion NYC HRO DataShare Developer","3","109200","319200","256095","GCOM SOFTWARE INC","No","N/A","Department of Information Technology and Telecommunications","CONSULTANT","MULTIPLE AWARDS","PROF SERV COMPUTER SERVICES","Professional Services","01/21/2014","06/30/2015","04/21/2014","85811O0030001N003","","Asian American"
"CT107120151416352","","PROVIDE SHELTER SERVICES FOR HOMELESS FAMILIES-CLUSTER PROGR","2","319063","319063","256783.01","HALE HOUSE CENTER INC","No","N/A","Department of Homeless Services","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","HOMELESS FAMILY SERVICES","Human Services","01/01/2015","06/30/2015","03/09/2015","07109X0018CNVN002","","Non-M/WBE"
"CT185720155401201","","PURCHASE OF IBM TAPE LIBRARIES WITH LTO-6 TAPE DRIVES","2","295879.96","319052.59","295879.96","INTERNATIONAL BUSINESS MACHINES CORP","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT, DATA PROCESSING EQUIPMENT MAINTENANCE, SUPPLIES + MATERIALS - GENERAL","Goods","12/09/2014","12/08/2015","12/31/2014","127FY1500032","1500274-1550045","Non-M/WBE"
"CTA184620157203271","","Landscape Arcitecture Services","1","319001.44","319001.44","43350.22","HARGREAVES ASSOCIATES","No","N/A","Department of Parks and Recreation","CONSULTANT","REQUEST FOR  PROPOSAL (RFP)","DESIGN-CONSULTANT-IOTB","Professional Services","06/24/2014","06/24/2015","12/23/2014","84611P0001003R001","","Non-M/WBE"
"CT126020141416339","","To support several social service programs.","2","319000","319000","319000","UNITED JEWISH ORGANIZA- TION OF WILLIAMSBURG, INC","No","N/A","Department of Youth and Community Development","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","07/24/2014","26014L1459001","26014028557L","Non-M/WBE"
"CT107120141405314","","CAMBA Inc. Rugged Cross SRO","5","318744","318744","105783","CAMBA INC","No","N/A","Department of Homeless Services","PROGRAMS","DETERMINED BY GOV'T MANDATE","HOMELESS IND SVCS-MEDICAL SVCS","Human Services","07/01/2013","06/30/2019","09/17/2013","07113R0005005","","Non-M/WBE"
"CT185720135403286","","Setting up Juniper gateways to host applications for HHS","2","318606.2","318606.2","318606.2","INTEGRATION PARTNERS NY CORPORATION","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT, DATA PROCESSING EQUIPMENT MAINTENANCE","Goods","07/01/2013","06/30/2016","07/09/2013","85813RQ00561","1300537/1350124","Non-M/WBE"
"CTA104020149485756","","IT Consulting Services  Specialist III","1","318500","318500","26556.25","TRIGYN TECHNOLOGIES INC","No","N/A","Department of Education","CONSULTANT","MULTIPLE AWARDS","PROF SERV COMPUTER SERVICES","Professional Services","06/19/2013","06/18/2015","11/26/2013","TASK0","","Non-M/WBE"
"CTA112720137207037","002","IT analysis and testing","2","318136","318136","0","Astir Services LLC","Yes","AMERICAN CYBER SYSTEMS INC","Financial Information Services Agency","CONSULTANT","MULTIPLE AWARDS","","Professional Services","06/01/2013","12/31/2013","06/18/2013","","","Non-M/WBE"
"CT182620151403346","","ID: 20151403346; FMC-2-2013 Chain Link Fencing","8","318100","318100","0","THE LANDTEK GROUP, INC.","No","N/A","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","MAINT & OPER OF INFRASTRUCTURE, OTHR SERV AND CHRGS-GENERAL","Construction Services","10/01/2014","09/29/2017","09/22/2014","82614B0004001","","Non-M/WBE"
"CTA180620147201156","","Install a new Security System @ O'Dwyer Gardens","1","317995.33","317995.33","317995.33","NEW YORK CITY HOUSING AUTHORITY","No","N/A","Housing Preservation and Development","CONSTRUCTION","MULTIPLE AWARDS","CAPITAL PURCHASED EQUIPMENT","Construction Services","08/22/2013","11/23/2013","08/21/2013","O'DWYERGARDENS-BROOKLYN","","Non-M/WBE"
"CT107120141403483","","SHERIDAN HILL HOUSE SRO","6","317892","317892","94763.95","THE BRIDGE INC","No","N/A","Department of Homeless Services","PROGRAMS","DETERMINED BY GOV'T MANDATE","HOMELESS IND SVCS-MEDICAL SVCS","Human Services","07/01/2013","06/30/2019","10/09/2013","07113R0005003","","Non-M/WBE"
"CT182620141402388","","Services of Truck-mounted Crane with Operating Engineer","6","317730","317730","296250","HIGGINS GENERAL CONTRACTING CORPORATION","No","N/A","Department of Environmental Protection","WORK/LABOR","RENEWAL OF CONTRACT","OTHR SERV AND CHRGS-GENERAL","Professional Services","05/10/2013","11/09/2014","08/13/2013","82610B0094001R001","826110WSOTMC","Non-M/WBE"
"MA185720151200031","","HYBRID ELECTRIC SPORT UTILITY VEHICLES- VARIOUS NYC AGENCIES","1","317120","317120","0","DIFEO NISSAN PARTNERSHIP","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","06/01/2014","05/31/2017","07/31/2014","85714B0124003","1400239/3487181","Non-M/WBE"
"CT185620155401066","","CONSTRUCTION OF LEASE SPACE FOR THE LAW DEPARTMENT OF NY","1","317000","317000","0","100 CHURCH FEE OWNER LLC","No","N/A","Department of Citywide Administrative Services","CONSTRUCTION","LESSEE NEGOTIATION","LEASEHOLD IMP CONSTRUCTION","Construction Services","05/09/2014","05/31/2015","10/10/2014","85614326LAW4","","Individuals and Others"
"CT126020131423216","","2013 Summer Youth Employment Program RFP","18","292500","316875","217708.51","THE CHILDREN'S AID SOCIETY","No","N/A","Department of Youth and Community Development","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PAYMENTS TO DELEGATE AGENCIES","Human Services","04/01/2013","03/31/2016","05/08/2013","260130090918","26012P0021091","Non-M/WBE"
"CT181920141410999","","16-2013012 BLH CONST. GENERCONST.","1","316786","316786","281923.93","BLH CONSTRUCTION INC","No","N/A","Health and Hospitals Corporation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","CONSTRUCTION-BUILDINGS","Construction Services","04/08/2013","10/15/2013","11/26/2013","000000","","Asian American"
"CT184620151412841","005","ornamental fencing","1","316505","316505","0","CORONA INDUSTRIES CORP","Yes","AAH CONSTRUCTION CORP","Department of Parks and Recreation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","04/14/2015","12/31/2015","02/18/2015","","","Hispanic American"
"CT185720135401426","","EMERGENCY PURCHASE OF MOBILE COMMAND CENTER FOR DSNY.","1","316501","316501","316501","LDV, INC.","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","SUPPLIES/MATERIALS/EQUIPMENT","EMERGENCY","CAPITAL PURCHASED EQUIPMENT","Goods","01/21/2013","01/31/2013","01/28/2013","1300193","G1350060","Non-M/WBE"
"CT181920131419624","","FURNITURE","1","316343.75","316343.75","303940.63","HERMAN MILLER INC.","No","N/A","Health and Hospitals Corporation","SUPPLIES/MATERIALS/EQUIPMENT","COMPETITIVE SEALED BIDDING","CONSTRUCTION-BUILDINGS","Goods","02/21/2013","06/21/2013","03/21/2013","000000","","Non-M/WBE"
"MA185720151200573","","BRAND SPECIFIC TRAFFIC LANE SEPARATORS FOR NYC, D.O.T.","1","316240","316240","159350","GARDEN STATE HIGHWAY PRODUCTS INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","08/01/2014","07/31/2018","09/19/2014","85714B0165002","1400374/3587043","Non-M/WBE"
"CT106920151413907","","IT CONSULTING SERVICES","1","316160.25","316160.25","14671.19","Msquare Systems Inc","No","N/A","Department of Social Services","CONSULTANT","INTERGOVERNMENTAL PROCUREMENT","PROF SERV COMPUTER SERVICES","Professional Services","12/01/2014","11/30/2017","01/23/2015","09615G0005001","15GPEMI12401","Asian American"
"CTA185020147204831","","Glendale Branch Libray","1","316000","316000","108863.65","MATTHEW BAIRD ARCHITECTS,PLLC","No","N/A","Department of Design and Construction","CONSULTANT","MULTIPLE AWARDS","DESIGN-CONSULTANT-BUILDINGS","Professional Services","03/12/2014","01/05/2015","03/26/2014","85012P0019007","","Non-M/WBE"
"CTA180120157206739","","El Museo Del Barrio HVAC/System Control Upgrade (16850008)","1","315981","315981","0","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","CONSTRUCTION-BUILDINGS, DESIGN-CONSULTANT-BUILDINGS","Standardized Services","07/01/2014","06/30/2016","05/19/2015","80113S0004001A001","801SBS140179","Non-M/WBE"
"CT185820131415977","","Removal of Public Pay Telephones","5","315959.74","315959.74","94454.32","ZIBA CONSTRUCTION","No","N/A","Department of Information Technology and Telecommunications","WORK/LABOR","COMPETITIVE SEALED BIDDING","PROF SERV OTHER","Professional Services","01/15/2013","01/14/2016","01/22/2013","85811B0003001","","Non-M/WBE"
"CTA112720137206571","001","AV and GJ","1","315742","315742","179560","ERP ANALYSTS, INC.","Yes","MOMENTUM RESOURCE SOLUTIONS","Financial Information Services Agency","CONSULTANT","MULTIPLE AWARDS","","Professional Services","06/01/2013","06/30/2014","06/19/2013","","","Non-M/WBE"
"MA185720140000166","","PROC. SHELF STABLE FOOD FOR EMERGENCY","1","315720","315720","0","MIVILA CORP. MIVILA FOODS","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","07/01/2013","06/30/2015","06/26/2013","8571300120","3387199","Non-M/WBE"
"CT112620141410623","","SUPPORT GRANTEES MISSION AND CULTURAL EVENTS","3","307460","315085","315085","LOWER MANHATTAN CULTURAL COUNCIL INC","No","N/A","Department of Cultural Affairs","PROGRAMS","GRANTS","PAY TO CULTURAL INSTITUTIONS","Human Services","07/01/2013","06/30/2014","11/19/2013","126143400007","","Non-M/WBE"
"CTA180620157202191","","CCTV Entrances & LAC at Holmes Towers in Manhattan","1","315081.68","315081.68","0","NEW YORK CITY HOUSING AUTHORITY","No","N/A","Housing Preservation and Development","CONSTRUCTION","MULTIPLE AWARDS","CAPITAL PURCHASED EQUIPMENT","Construction Services","06/02/2014","12/31/2014","11/17/2014","HOLMESTOWERS-MANH","","Non-M/WBE"
"CTA185020147203241","","New Queens Hospital EMS 50 Station","1","315078","315078","259133.75","HAKS ENGINEERS ARCHITECTS AND LANDSURVEYORS PC","No","N/A","Department of Design and Construction","REQUIREMENTS","MULTIPLE AWARDS","CONSTRUCTION-BUILDINGS","Professional Services","12/17/2013","12/06/2015","01/09/2014","85012P0022001","","Asian American"
"CT126020151419299","","FY15 RFP SONYC Center Based-Manhattan","2","315000","315000","26888.56","HUDSON GUILD","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","02/01/2015","06/30/2018","04/17/2015","260150143121","","Non-M/WBE"
"MA185720131201471","","PROCURE GRP  FOR SPUMIFER FOAM EDUCATOR","1","315000","315000","0","SPUMIFER AMERICAN LLC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","01/01/2013","12/31/2017","01/03/2013","1200453","3387077","Non-M/WBE"
"CT126020151419517","","SONYC Center Based Brooklyn","2","315000","315000","18000","CITY PARKS FOUNDATION","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","02/01/2015","06/30/2018","05/20/2015","260150143108","","Non-M/WBE"
"CT126020151419516","","SONYC Center Based Brooklyn","2","315000","315000","18175","CITY PARKS FOUNDATION","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","02/01/2015","06/30/2018","05/21/2015","260150143107","","Non-M/WBE"
"CT126020151419518","","SONYC Center Based Staten Island","2","315000","315000","18000","CITY PARKS FOUNDATION","No","N/A","Department of Youth and Community Development","PROGRAMS","RFP FROM A PQVL","EDUCATION & REC FOR YOUTH PRGM","Human Services","02/01/2015","06/30/2018","05/20/2015","260150143109","","Non-M/WBE"
"CTA104020159586116","","IT Consulting Services - Programmer Analyst Level III","2","314860","314860","24133.5","EXPERIS US INC","No","N/A","Department of Education","CONSULTANT","MULTIPLE AWARDS","PROF SERV COMPUTER SERVICES","Professional Services","02/09/2015","02/08/2017","02/25/2015","B2645","1C58327","Non-M/WBE"
"CT185720145401201","","Purchase HP 3PAR SAN Storage Hardware.","2","124275.65","314533.76","314533.76","COMPULINK TECHNOLOGIES INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT, DATA PROCESSING EQUIPMENT MAINTENANCE","Goods","10/01/2013","09/30/2016","11/21/2013","127FY1400066","1400188/1450058","Hispanic American"
"CT106820140003414","","Non-Secure Placement Aftercare Services","5","314400","314400","97920.89","THE CHILDREN'S VILLAGE","No","N/A","Administration for Children's Services","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","CONTRACTUAL SERVICES GENERAL","Human Services","07/01/2013","06/30/2016","07/18/2013","06813P0003005","","Non-M/WBE"
"MA185720141202416","","PROCURE LINERS, POLYETHYLENE, RECYCLED, MEDIUM DUTY","2","314225","314225","61896.5","CENTRAL POLY-BAG CORP","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","04/01/2014","03/31/2019","03/13/2014","85714B0049001","1300032/3487122","Non-M/WBE"
"MA185720141202372","","PROCURE MISCELLANEOUS GROCRIES FOR HRA/EFNAP","1","314139.6","314139.6","607576.1","REGAL TRADING INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","ACCELERATED PROCUREMENT","","Goods","01/01/2014","12/31/2016","02/26/2014","85714B0071","1400089/3486074","Non-M/WBE"
"CT181620141421203","","Health Care Management Services","1","314063","314063","314063","AMERICAN-ITALIAN CANCER FOUNDATION","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER","Human Services","07/01/2013","06/30/2014","04/10/2014","81614L0082001","","Non-M/WBE"
"CTA181620137208371","","NAE-37-LIMS Technical Support","14","99015","314019","272631.69","COMSYS INFORMATION TECHNOLOGY SERVICES, LLC","No","N/A","Department of Health and Mental Hygiene","CONSULTANT","MULTIPLE AWARDS","CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER","Professional Services","05/28/2013","04/13/2014","07/09/2013","13IO061401R0Z01","","Non-M/WBE"
"CT126020151403663","","Support NYC growing Latino's in education, and health","4","314000","314000","283392.62","HISPANIC FEDERATION INC","No","N/A","Department of Youth and Community Development","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","EDUCATION & REC FOR YOUTH PRGM, PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","09/05/2014","26014L0208001","26014039052L","Non-M/WBE"
"CT185020151414403","002","SITE CLEARING; DEMOLITION","1","313960","313960","0","AMG Demolition Inc.","Yes","TRITON STRUCTURAL CONCRETE INC","Department of Design and Construction","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","02/13/2015","01/12/2017","01/22/2015","","8502015LQ0003C","Non-M/WBE"
"CTA104020159585892","","IT Consulting Services - Programmer Analyst Level II","2","313768","313768","75618.95","NTT DATA INC.","No","N/A","Department of Education","CONSULTANT","MULTIPLE AWARDS","PROF SERV COMPUTER SERVICES","Professional Services","10/06/2014","10/05/2016","03/18/2015","B2564","1C58301","Non-M/WBE"
