Contract ID,"Sub Contract Reference ID","Purpose","Version","Original Amount","Current Amount","Spent To Date","Vendor","Sub Vendor","Associated Prime Vendor","Contracting Agency","Contract Type","Award Method","Expense Category","Industry","Start Date","End Date","Registration Date","PIN","APT PIN","M/WBE Category"
"CT180620151416566","","For the provision of tenant counseling, outreach &referral","1","27027","27027","0","BELMONT ARTHUR AVENUE LDC","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","02/25/2015","80615L0036001","","Non-M/WBE"
"CT180620151425627","","Provision of Tenant Counseling, Outreach & Referrals.","1","27027","27027","0","QUEENSBORO COUNCIL FOR SOCIAL WELFARE, INC.","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","06/05/2015","80615L0070001","","Non-M/WBE"
"CT180620151415588","","PROVISION OF TENANT COUNSELING OUTREACH AND REFERRALS","1","27027","27027","17900","URBAN JUSTICE CENTER","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","02/03/2015","80615L0033001","","Non-M/WBE"
"CT180620151412934","","Provision of tenant counseling, outreach & referral svcs.","1","27027","27027","5154","COMMUNITY LEAGUE OF THE HEIGHTS, INC.","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","01/06/2015","80615L0007001","","Non-M/WBE"
"CT180620151414538","","For the provision of tenant counseling, outreach & referra","1","27027","27027","18000","EIS Eviction Intervention Services Homeless Prevention","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","04/10/2015","80615L0010001","","Non-M/WBE"
"CT180620151412736","","Provision of tenant counseling, outreach & referral svcs.","1","27027","27027","9321","LENOX HILL NEIGHBORHOOD HOUSE INC.","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","12/22/2014","80615L0016001","","Non-M/WBE"
"CT180620151416744","","PROVISION OF TENANT COUNSELING OUTREACH AND REFERRALS","1","27027","27027","17984","STATEN ISLAND CENTER FOR INDEPENDENT LIVING","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","02/27/2015","80615L0031001","","Non-M/WBE"
"CT180620151416202","","PROVISION OF TENANT COUNSELING OUTREACH & REFERRALS","1","27027","27027","18009.28","UNITED JEWISH COUNCIL OF THE EAST SIDE INC","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","03/06/2015","80615L0032001","","Non-M/WBE"
"CT180620151416734","","PROVISION OF TENANT COUNSELING OUTREACH AND REFERRALS","1","27027","27027","17952","NORTHFIELD COMMUNITY LDC OF STATEN ISLAND INC","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","03/06/2015","80615L0025001","","Non-M/WBE"
"CT180620151416595","","For the provision of tenant counseling, outreach & referral","1","27027","27027","0","QUEENS COMMUNITY HOUSE, INC.","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","03/20/2015","80615L0028001","","Non-M/WBE"
"CT180620151416564","","For the provision of tenant counseling, outreach &referral","1","27027","27027","3100","BRIDGE STREET DEVELOPMENT","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","03/06/2015","80615L0003001","","Non-M/WBE"
"CT180620151416370","","For the provision of tenant counseling, outreach & referral","1","27027","27027","0","MFY LEGAL SERVICES INC","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","04/01/2015","80615L0020001","","Non-M/WBE"
"CT180620151416567","","For the provision of tenant counseling, outreach & referral","1","27027","27027","0","HOUSING CONSERVATION COORDINATORS","No","N/A","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","COMMUNITY CONSULTANT CONTRACTS","Professional Services","07/01/2014","06/30/2015","04/01/2015","80615L0013001","","Non-M/WBE"
"MA185720141201741","","PROCURE GRP: SCHRADER/ BRIDGEPORT TIRE PRODUCTS FOR NYC.","1","27000","27000","6997.37","PARTS AUTHORITY INC. CLEARWAY AUTOMOTIVE INC.","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","01/01/2014","12/31/2018","12/23/2013","85714B0027001","3487089","Non-M/WBE"
"CT181620151414053","","Mental hygiene Services","1","27000","27000","0","HGHTS HILL MENTAL HEALTH SERV S.BEACH PSYCHIATRIC CNTR INC","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","MENTAL HYGIENE SERVICES","Human Services","07/01/2014","06/30/2015","01/02/2015","81615L0019001","FY15 1929-31","Non-M/WBE"
"CT126020141422089","","To provide weekend and after school enrichment program","4","27000","27000","24204.06","SCIENCE SCHOOLS INITIATIVE LTD","No","N/A","Department of Youth and Community Development","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","EDUCATION & REC FOR YOUTH PRGM","Human Services","07/01/2013","06/30/2014","06/04/2014","26014L1028001","26014032456L","Non-M/WBE"
"CT185820141423446","","INSIDE THE STACK ANNUAL LICENSE","1","27000","27000","27000","EN POINTE TECHNOLOGIES SALES INC","No","N/A","Department of Information Technology and Telecommunications","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","DATA PROCESSING EQUIPMENT MAINTENANCE","Goods","05/24/2014","05/23/2015","04/25/2014","85814RQ00509","","Non-M/WBE"
"CT182020141403048","","RENEWAL JANITORIAL SERVICES FOR 9 BOND STREET OFFICE LOCATIO","2","27000","27000","27000","ROCKAFELLA CLEANING SERVICE, INC.","No","N/A","Office of Administrative Trials and Hearings","WORK/LABOR","RENEWAL OF CONTRACT","CLEANING SERVICES","Standardized Services","10/01/2013","09/30/2014","08/28/2013","20131407997","","Non-M/WBE"
"MA185720141202566","","PROCURE FUSES, FUSEBLOCKS AND ACCESSORIES FOR THE CITY OF NY","1","27000","27000","299184.32","ABC ELECTRIC CORP","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","05/01/2014","04/30/2019","03/26/2014","85714B0084001","1400105/3487126","Non-M/WBE"
"CT107120151404054","","WITNESSING OF ELEVATOR TESTING & INSPECTIONS, CITYWIDE","1","27000","27000","7400","GENCO ELEVATOR INC.","No","N/A","Department of Homeless Services","WORK/LABOR","COMPETITIVE SEALED BIDDING","OFF SVC-MEMBERSHIP DUES & FEES","Not Classified","11/01/2014","10/31/2017","09/15/2014","07114B0011001","","Non-M/WBE"
"CT181620151401972","","Prepare minority students for college patient care programs","2","27000","27000","27000","HEALTHCARE INDUSTRY GRANT CORP","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","CONTRACTUAL SERVICES GENERAL","Human Services","07/01/2013","06/30/2014","07/30/2014","81614L0217001","FY14 2521-3","Non-M/WBE"
"CT182620151421572","","5001137 - TRICORR TOUCH SYSTEM W/DC HEAD SET","1","27000","27000","27000","CARTER MILCHMAN & FRANK INC","No","N/A","Department of Environmental Protection","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","EQUIPMENT GENERAL","Goods","03/30/2015","06/30/2015","04/24/2015","5001137","","Women"
"CT126020141416023","005","to support the operation of a program for all sixth graders at IS 143 in Manhattan","2","27000","27000","27000","THE B.E.L.L. FOUNDATION, INC.","Yes","THE AFTER SCHOOL CORPORATION","Department of Youth and Community Development","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","","Professional Services","07/01/2013","06/30/2014","03/19/2014","G14031 - #04-3182053","26014062020L","Non-M/WBE"
"CT126020151416146","","Funding to support a number of food pantries in Brooklyn.","1","27000","27000","4500","OVERCOMING-LOVE MINISTRIES","No","N/A","Department of Youth and Community Development","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","04/24/2015","26015L0418001","26015048341M","Non-M/WBE"
"CT181620141419067","","FIXED FEE GENERAL CONSTRUCTION SERVICES","1","27000","27000","27000","ALLSTATE ENTERPRISES INC","No","N/A","Department of Health and Mental Hygiene","CONSTRUCTION","SM PURCH GOODS SERVICES 100K","MAINT & OPER OF INFRASTRUCTURE","Construction Services","03/01/2014","06/30/2014","04/01/2014","14R0610VJ","","Non-M/WBE"
"CT182620141421616","","TOW-BEHIND PORTABLE AIR COMPRESSOR","1","27000","27000","27000","ACE TOOL REPAIR INC","No","N/A","Department of Environmental Protection","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","EQUIPMENT GENERAL","Goods","04/07/2014","06/30/2014","04/07/2014","4014068","","Women"
"CT185020141425532","","ASED LIBRARY VIA CUSTOM PORTAL","1","27000","27000","27000","ASTM","No","N/A","Department of Design and Construction","WORK/LABOR","SMALL PURCHASE - WRITTEN","BOOKS-OTHER","Not Classified","05/14/2014","05/13/2015","05/19/2014","2014-202-8352","","Non-M/WBE"
"CT180620151407732","","RESTORATION OF ENTIRE APT","1","26995","26995","20395","JAMCOB ELECTRIC LLC","No","N/A","Housing Preservation and Development","CONSTRUCTION","SMALL PURCHASE - WRITTEN","CONTRACTUAL SERVICES GENERAL","Construction Services","09/02/2014","09/01/2015","09/30/2014","80615EF05152","","Hispanic American"
"CT180620141407054","","Joist replacements and temporary shoring","3","26995","26995","22745","ONKAR ENTERPRISE CO","No","N/A","Housing Preservation and Development","CONSTRUCTION","SMALL PURCHASE - WRITTEN","CONTRACTUAL SERVICES GENERAL, MAINT & REP GENERAL","Construction Services","03/05/2013","03/04/2014","09/27/2013","80614ED17291","","Non-M/WBE"
"CT180620151404222","","provide new adequate main elec. service to apts.","1","26995","26995","26245","JAMCOB ELECTRIC LLC","No","N/A","Housing Preservation and Development","CONSTRUCTION","SMALL PURCHASE - WRITTEN","CONTRACTUAL SERVICES GENERAL","Construction Services","07/16/2014","07/15/2015","08/21/2014","80615EF00727","","Hispanic American"
"CT107220151406363","","PEDESTAL FANS","1","26992.5","26992.5","26992.5","PINA M. INC","No","N/A","Department of Correction","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","EQUIPMENT GENERAL","Goods","10/14/2014","06/30/2015","10/01/2014","3-2601-3003-15","","Women"
"CT103920141415611","","CDW GOVERNMENT LLC- PROJECTORS","2","26986","26986","26986","CDW GOVERNMENT LLC","No","N/A","Queens Borough Public Library","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","CAPITAL PURCHASED EQUIPMENT","Goods","01/14/2014","01/14/2015","01/22/2014","1003900047692","","Non-M/WBE"
"CT105720141424767","","HP SERVER Computerized Triage Logging","1","26982.04","26982.04","26982.04","COMPULINK TECHNOLOGIES INC","No","N/A","Fire Department","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","PURCH DATA PROCESSING EQUIPT","Goods","04/29/2014","06/30/2014","06/16/2014","05714O0019001","","Hispanic American"
"CT180620151404220","","ROOF REPLACEMENT","1","26981","26981","23782.9","EASTERN GENERAL CONSTRUCTION CORP","No","N/A","Housing Preservation and Development","CONSTRUCTION","SMALL PURCHASE - WRITTEN","CONTRACTUAL SERVICES GENERAL","Construction Services","04/16/2014","04/15/2015","08/20/2014","80615EEE21231","","Asian American"
"CT185620135403436","","EMERGENCY DECLARATION FOR CONSTRUCTION DUE TO HURRICAN SANDY","4","26980","26980","14971","SKY RISE INC","No","N/A","Department of Citywide Administrative Services","WORK/LABOR","SMALL PURCHASE - EMERGENCY","MAINT & REP GENERAL","Goods","05/18/2013","06/30/2013","05/20/2013","20135403436","","Asian American"
"CT185820151407505","","RFID TAGS AND ASSET SCANNING EQUIPMENT","1","26961.71","26961.71","26961.71","DERIVE TECHNOLOGIES LLC","No","N/A","Department of Information Technology and Telecommunications","WORK/LABOR","SM PURCH GOODS SERVICES 100K","SUPPLIES + MATERIALS - GENERAL","Professional Services","11/01/2014","10/31/2017","10/20/2014","85815ECTP054A","","Asian American"
"CTA180620137204008","","Revised the Cost amount of the contract","2","25077.58","26940.6","25077.58","NEW YORK CITY HOUSING AUTHORITY","No","N/A","Housing Preservation and Development","REQUIREMENTS-SERVICES","MULTIPLE AWARDS","CAPITAL PURCHASED EQUIPMENT","Professional Services","02/18/2013","01/15/2015","02/06/2013","806-2012-2468","","Non-M/WBE"
"CT180620151417523","","Replace defective roof parapet walls","1","26900","26900","24400","EASTERN GENERAL CONSTRUCTION CORP","No","N/A","Housing Preservation and Development","CONSTRUCTION","SMALL PURCHASE - WRITTEN","MAINT & REP GENERAL","Construction Services","11/12/2014","11/11/2015","02/06/2015","80615KF00760","","Asian American"
"CT100220121404520","004","Data Center Operator","2","26900","26900","22234.34","EDI, Ltd.","Yes","VALUE MANAGEMENT STRATEGIES, INC.","Mayoralty","CONSULTANT","REQUEST FOR  PROPOSAL (RFP)","","Professional Services","05/13/2014","06/16/2014","08/22/2011","","","Non-M/WBE"
"CT181620151416035","","HEPA FILTERS","1","26898","26898","26898","NATIONAL AIR FILTER SERVICE CO OF NJ INC","No","N/A","Department of Health and Mental Hygiene","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","MAINTENANCE SUPPLIES","Goods","12/15/2014","06/30/2015","02/10/2015","15R0484AA","","Non-M/WBE"
"CT104320141407771","","CHASE CARD SERVICES PAYMENT","1","26889.04","26889.04","26889.04","JPMORGAN CHASE","No","N/A","City University Construction Fund","OTHERS","MISCELLANEOUS","OTHER EXPENDITURES-GENERAL","Not Classified","10/01/2013","10/31/2013","10/07/2013","04313CUCFCHASE100313","","Non-M/WBE"
"CT185020141411287","006","Fabrication and delivery of reinforcing bars","1","26875","26875","0","ATLANTIC REINFORCING CO., INC.","Yes","MFM Contracting Corp.","Department of Design and Construction","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","05/18/2014","10/10/2016","01/02/2014","","","Women"
"CT106920141427631","","HP EliteOne 800 G1 All-in-One Non-Touch 23 inch PC - D0A59AV","1","26862.66","26862.66","0","HEWLETT-PACKARD COMPANY","No","N/A","Department of Social Services","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","DATA PROCESSING EQUIPMENT MAINTENANCE","Goods","05/20/2014","06/30/2014","06/27/2014","14GGEHT00801","","Non-M/WBE"
"CT126020151400121","","Immigration Outreach Initiative","1","26850","26850","16506.19","UNION SETTLEMENT ASSOCIATION","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","07/17/2014","26015077696M","","Non-M/WBE"
