Contract ID,"Sub Contract Reference ID","Purpose","Version","Original Amount","Current Amount","Spent To Date","Vendor","Sub Vendor","Associated Prime Vendor","Contracting Agency","Contract Type","Award Method","Expense Category","Industry","Start Date","End Date","Registration Date","PIN","APT PIN","M/WBE Category"
"CT104020143013667","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","24999","OYIN ENTERPRISES INC.","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL","Not Classified","10/29/2013","06/30/2014","10/29/2013","27","","Non-M/WBE"
"CT104020143054809","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","25000","SPANISH BROADCASTING SYSTEM INC","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Not Classified","06/20/2014","06/30/2014","06/20/2014","45","","Non-M/WBE"
"CT104020143010401","","3 BIDS-SERVICES","1","25000","25000","25000","SHAUN A NEBLETT","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","10/10/2013","06/30/2014","10/10/2013","09","","Non-M/WBE"
"CT104020143014609","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","24975","WEB VISIBILITY MEDIA LLC","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL","Not Classified","11/04/2013","06/30/2014","11/04/2013","15","","Non-M/WBE"
"CT104020143046000","","SOLE VENDOR-COMMODITIES","1","25000","25000","14999","WRITESTEPS LLC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","04/01/2014","06/30/2014","04/01/2014","08","","Non-M/WBE"
"CT104020143054320","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","15842","GLOBAL PAYMENTS DIRECT INC","No","N/A","Department of Education","WORK/LABOR","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Not Classified","04/17/2014","06/30/2014","04/17/2014","54","","Non-M/WBE"
"CT104020143005449","","3 BIDS-COMMODITIES","2","25000","25000","0","LOGICAL CHOICE TECHNOLOGIES INC","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","02/05/2014","06/30/2014","09/16/2013","28","","Non-M/WBE"
"CT104020133029144","","3 BIDS-COMMODITIES","1","25000","25000","10950","4 WINDS GLOBEL INC FOUR WINDS","No","N/A","Department of Education","OTHERS","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Not Classified","03/04/2013","06/30/2013","03/04/2013","05","","Non-M/WBE"
"CT104020143054430","","SOLE VENDOR-COMMODITIES","1","25000","25000","14985","KAPLAN EARLY LEARNING COMPANY","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","05/02/2014","06/30/2014","05/02/2014","56","","Non-M/WBE"
"CT104020143054498","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","23127.99","SMARTSTART EDUCATION, LLC","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL","Not Classified","05/22/2014","06/30/2014","05/22/2014","12","","Non-M/WBE"
"CT104020143016915","","SOLE VENDOR-COMMODITIES","1","25000","25000","12962","RALLY EDUCATION","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","11/18/2013","06/30/2014","11/18/2013","03","","Non-M/WBE"
"CT104020143031030","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","24495","JUSTICE RESOURCE CENTER","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL","Not Classified","02/21/2014","06/30/2014","02/21/2014","40","","Non-M/WBE"
"CT104020153056575","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","7834.31","KAUFMAN BROS PRINTERS INC.","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","PRINTING CONTRACTS","Goods","03/31/2015","06/30/2015","03/31/2015","40","","Non-M/WBE"
"CT106820151402776","","Repair/Replacement of Dishwasher Boosters in Staten Island","3","25000","25000","0","DIAMOND POWER CONSULTANT GROUP INC","No","N/A","Administration for Children's Services","WORK/LABOR","SMALL PURCHASE - WRITTEN","DAY CARE OF CHILDREN","Standardized Services","08/01/2014","06/30/2015","07/31/2014","15ACS268","","Non-M/WBE"
"CT104020143017111","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","22135.31","ORACLE USA, INC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","DATA PROCESSING EQUIPMENT MAINTENANCE","Human Services","11/19/2013","06/30/2014","11/19/2013","58","","Non-M/WBE"
"CT104020143053304","","3 BIDS-COMMODITIES","1","25000","25000","14450","STUDENTS TOURS INC RICH MOND TOURS","No","N/A","Department of Education","OTHERS","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Not Classified","04/07/2014","06/30/2014","04/07/2014","08","","Non-M/WBE"
"CT104020143047626","","3 BIDS-SERVICES","1","25000","25000","25000","NIA COMMUNITY SERVICES NETWORK","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Human Services","04/02/2014","06/30/2014","04/02/2014","24","","Non-M/WBE"
"CT104020153028600","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","13611","CHIEF FIRE PREVENTION AND MECHANICAL CORP","No","N/A","Department of Education","WORK/LABOR","SMALL PURCHASE - WRITTEN","MAINT & OPER OF INFRASTRUCTURE","Not Classified","01/12/2015","06/30/2015","01/12/2015","58","","Non-M/WBE"
"CT104020143054439","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","24593","BANK STREET COLLEGE OF EDUCATION","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL","Not Classified","05/02/2014","06/30/2014","05/02/2014","56","","Non-M/WBE"
"CT104020133014590","","VENDOR SAID PAID IN FULL","3","25000","25000","13570.75","CENTER FOR APPLIED LINGUISTICS","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","11/26/2013","06/30/2014","11/30/2012","79","","Non-M/WBE"
"CT104020143020318","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","20000","ACTIVE LEARNING SYSTEMS LLC","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL","Not Classified","12/10/2013","06/30/2014","12/10/2013","14","","Non-M/WBE"
"CT104020133038059","","3 BIDS-COMMODITIES-525074-000","1","25000","25000","14787.96","HERTZ FURNITURE SYSTEMS LLC","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","03/22/2013","06/30/2013","03/22/2013","27","","Non-M/WBE"
"CT104020143007435","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","23701","PHONAK LLC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","OFFICE EQUIPMENT MAINTENANCE","Human Services","09/25/2013","06/30/2014","09/25/2013","97","","Non-M/WBE"
"CT104020143054655","","3 BIDS-SERVICES-1","1","25000","25000","12420","EF EXPLOREAMERICA","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","TRANSPORTATION EXPENDITURES","Not Classified","05/29/2014","06/30/2014","05/29/2014","09","","Non-M/WBE"
"CT104020143028085","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","12500","COLLEGE FOR EVERY STUDENT INC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL, PROF SERV DIRECT EDUC SERV","Human Services","02/06/2014","06/30/2014","02/06/2014","24","","Non-M/WBE"
"CT104020143042651","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","11313.5","TRUSTEES OF COLUMBIA UNIVERSITY","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","NON OVERNIGHT TRVL EXP-GENERAL","Goods","03/26/2014","06/30/2014","03/26/2014","42","","Non-M/WBE"
"CT104020143054806","","COMPETITIVE GRANT-COMMODITIES","1","25000","25000","13164","WOODLOCH PINES, INC.","No","N/A","Department of Education","WORK/LABOR","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Not Classified","06/20/2014","06/30/2014","06/20/2014","02","","Non-M/WBE"
"CT104020143041805","","3 BIDS-COMMODITIES","1","25000","25000","13851","HERTZ FURNITURE SYSTEMS LLC","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","04/02/2014","06/30/2014","04/02/2014","16","","Non-M/WBE"
"CT104020143028115","","SOLE VENDOR-COMMODITIES","1","25000","25000","22493","SCHOLASTIC, INC.","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","BOOKS-OTHER","Goods","02/10/2014","06/30/2014","02/10/2014","02","","Non-M/WBE"
"CT104020143051226","","SOLE VENDOR-COMMODITIES","1","25000","25000","13662.75","SCHOOL SPECIALTY INC","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","04/04/2014","06/30/2014","04/04/2014","18","","Non-M/WBE"
"CT104020153054932","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","10033.34","THE ME NOBODY KNOWS INC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","03/30/2015","06/30/2015","03/30/2015","28","","Non-M/WBE"
"CT104020133043293","","SOLE VENDOR-COMMODITIES","1","25000","25000","10154.8","RENAISSANCE LEARNING, INC.","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","04/04/2013","06/30/2013","04/04/2013","11","","Non-M/WBE"
"CT104020133030578","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","15000","OPUS 118 HARLEM SCHOOL OF MUSIC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","03/05/2013","06/30/2013","03/05/2013","05","","Non-M/WBE"
"CT182620131420311","","RQC1-3011370/#2 HEATING OIL NYS CONTRACT#PC65584","1","25000","25000","3562.96","SCLAFANI PETROLEUM INC","No","N/A","Department of Environmental Protection","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - INTERGOV'T","FUEL OIL","Goods","03/01/2013","06/30/2013","03/13/2013","3011370","","Non-M/WBE"
"CT104020143034027","","SOLE VENDOR-COMMODITIES","1","25000","25000","24342.48","TEQUIPMENT INCORPORATED","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","03/05/2014","06/30/2014","03/05/2014","25","","Non-M/WBE"
"CT104020143037032","","SOLE VENDOR-COMMODITIES","1","25000","25000","18050","COMPASSLEARNING INC.","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","DATA PROCESSING SUPPLIES","Goods","03/12/2014","06/30/2014","03/12/2014","13","","Non-M/WBE"
"CT104020143031926","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","20000","GANG DIVERSION REENTRY AND ABSENT FATHERS INTERVENTION CENTE","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","02/27/2014","06/30/2014","02/27/2014","23","","Non-M/WBE"
"CT104020133044373","","3 BIDS-SERVICES","1","25000","25000","23030","DIGITAL AGE LEARNING","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL","Not Classified","04/05/2013","06/30/2013","04/05/2013","09","","Non-M/WBE"
"CT104020143025058","","SOLE VENDOR-COMMODITIES","1","25000","25000","23665","ASCEND LEARNING HOLDINGS, LLC.","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","01/22/2014","06/30/2014","01/22/2014","17","","Non-M/WBE"
"CT104020143009493","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","24999.75","CHILDREN ACHIEVING RESULTS","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","10/07/2013","06/30/2014","10/07/2013","19","","Non-M/WBE"
"CT104020133015123","","FY14 GL441 WRITE DOWN","4","25000","25000","13900","SCHOLASTIC, INC.","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","DATA PROCESSING SUPPLIES, SUPPLIES + MATERIALS - GENERAL","Goods","07/08/2014","06/30/2015","12/03/2012","17","","Non-M/WBE"
"CT104020133035413","","COMPETITIVE GRANT-SERVICES","2","25000","25000","14969.97","PLAY RUGBY INC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","03/15/2013","06/30/2013","03/15/2013","05","","Non-M/WBE"
"CT104020133038609","","SOLE VENDOR-COMMODITIES","1","25000","25000","10027.25","SALTILLO CORPORATION","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","03/21/2013","06/30/2013","03/21/2013","97","","Non-M/WBE"
"CT104020143040721","","SOLE VENDOR-COMMODITIES","1","25000","25000","24318","RALLY EDUCATION","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","03/25/2014","06/30/2014","03/25/2014","11","","Non-M/WBE"
"CT104020133030365","","3 BIDS-COMMODITIES","1","25000","25000","10420.32","ATD-AMERICAN CO.","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","03/04/2013","06/30/2013","03/04/2013","10","","Non-M/WBE"
"CT104020133029520","","COMPETITIVE GRANT-SERVICES","2","25000","25000","18000","INT DRAMA FOR ED & AWARENESS IN THE SCHOOL INC IDEAS","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","02/28/2013","06/30/2013","02/28/2013","11","","Non-M/WBE"
"CT104020133023867","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","12500","INTERNATIONALS NETWORK FOR PUBLIC SCHOOLS","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL","Not Classified","02/05/2013","06/30/2013","02/05/2013","28","","Non-M/WBE"
"CT104020143007066","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","24998.99","DREAMING, DRAWING, DESIGN","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","10/02/2013","06/30/2014","10/02/2013","24","","Non-M/WBE"
"CT104020143045187","","3 BIDS-COMMODITIES","1","25000","25000","14910","MAXIMUM TOURS INC","No","N/A","Department of Education","OTHERS","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Not Classified","03/31/2014","06/30/2014","03/31/2014","08","","Non-M/WBE"
"CT104020143047808","","SOLE VENDOR-COMMODITIES","1","25000","25000","12171.24","TEQUIPMENT INCORPORATED","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","04/04/2014","06/30/2014","04/04/2014","08","","Non-M/WBE"
"CT104020143053406","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","25000","PATHWAY TO THE ARTS INC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","04/08/2014","06/30/2014","04/08/2014","09","","Non-M/WBE"
"CT104020143012442","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","25000","LEARNINGTIMES LLC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","10/23/2013","06/30/2014","10/23/2013","97","","Non-M/WBE"
"CT104020143043105","","SOLE VENDOR-COMMODITIES","1","25000","25000","16077","COMMUNITY PRODUCTS LLC","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","03/27/2014","06/30/2014","03/27/2014","02","","Non-M/WBE"
"CT104020143031743","","SOLE VENDOR-COMMODITIES","1","25000","25000","23382.6","APPELROUTH TUTORING SERVICES","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","BOOKS-OTHER","Goods","03/03/2014","06/30/2014","03/03/2014","21","","Non-M/WBE"
"CT104020143035314","","SOLE VENDOR-COMMODITIES","1","25000","25000","24558.78","TEQUIPMENT INCORPORATED","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","03/07/2014","06/30/2014","03/07/2014","15","","Non-M/WBE"
"CT104020133047926","","SOLE VENDOR-COMMODITIES","2","25000","25000","24968.95","SIGMANET, INC.","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","05/24/2013","06/30/2013","05/24/2013","14","","Non-M/WBE"
"CT104020143005006","","3 BIDS-COMMODITIES","1","25000","25000","14595","GOTTA GO TOURS, LLC","No","N/A","Department of Education","OTHERS","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Not Classified","09/12/2013","06/30/2014","09/12/2013","02","","Non-M/WBE"
"CT104020143046102","","3 BIDS-COMMODITIES-1","1","25000","25000","13876.5","IDEAL DEPARTMENT STORE","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","04/01/2014","06/30/2014","04/01/2014","08","","Non-M/WBE"
"CT104020133046918","","SOLE VENDOR-COMMODITIES","1","25000","25000","10135","STERLING METS LP","No","N/A","Department of Education","OTHERS","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Not Classified","04/05/2013","06/30/2013","04/06/2013","60","","Non-M/WBE"
"CT104020153000179","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","24000","THE CENTER FOR BETTER SCHOOLS","No","N/A","Department of Education","WORK/LABOR","SMALL PURCHASE - WRITTEN","NON OVERNIGHT TRVL EXP-GENERAL","Not Classified","06/25/2014","06/30/2015","06/25/2014","09","","Non-M/WBE"
"CT104020143034907","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","12000","SALAAM ARTS & INSPIRATION","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL","Not Classified","03/17/2014","06/30/2014","03/17/2014","14","","Non-M/WBE"
"CT104020143026216","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","24999","DAHYA COMMUNITY","No","N/A","Department of Education","REQUIREMENTS-SERVICES","SMALL PURCHASE - WRITTEN","PROF SERV CURRIC & PROF DEVEL","Not Classified","02/05/2014","06/30/2014","02/05/2014","27","","Non-M/WBE"
"CT104020143037001","","SOLE VENDOR-COMMODITIES","1","25000","25000","19850","TEQUIPMENT INCORPORATED","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","EQUIPMENT GENERAL","Goods","03/12/2014","06/30/2014","03/12/2014","21","","Non-M/WBE"
"CT104020133045511","","CLOSE OUT","2","25000","25000","10320","YESHIVATH KEHILATH YAKOV, INC.","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","OTHR SERV AND CHRGS-GENERAL","Human Services","06/17/2013","06/30/2013","04/05/2013","61","","Non-M/WBE"
"CT104020143043836","","NEGOTIATED SERVICES-SERVICES","1","25000","25000","13000","BROWNSVILLE YOUTH ASSOCIATION","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","03/28/2014","06/30/2014","03/28/2014","23","","Non-M/WBE"
"CT104020143021818","","SOLE VENDOR-COMMODITIES","1","25000","25000","20995","SCHOLASTIC, INC.","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","DATA PROCESSING SUPPLIES","Goods","01/07/2014","06/30/2014","01/07/2014","21","","Non-M/WBE"
"CT104020143002830","","3 BIDS-SERVICES","1","25000","25000","23980","LH TARRYTOWN OPERATING LLC","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","NON OVERNIGHT TRVL EXP-GENERAL","Goods","08/22/2013","06/30/2014","08/22/2013","09","","Non-M/WBE"
"CT104020143026319","","SOLE VENDOR-COMMODITIES","1","25000","25000","18165","SCHOLASTIC, INC.","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","DATA PROCESSING SUPPLIES","Goods","02/07/2014","06/30/2014","02/07/2014","19","","Non-M/WBE"
"CT104020133029687","","COMPETITIVE GRANT-SERVICES","1","25000","25000","10455","COUNSELING IN SCHOOL, INC.","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","PROF SERV DIRECT EDUC SERV","Human Services","03/18/2013","06/30/2013","03/18/2013","60","","Non-M/WBE"
"CT104020133008953","","FMS INTEGRATION","2","25000","25000","13059.81","ASTROSYSTEMS, INC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","07/02/2013","06/30/2014","10/12/2012","58","","Non-M/WBE"
"CT104020153055529","","3 BIDS-SERVICES","1","25000","25000","11000","MUSEUM OF THE CITY OF NEW YORK","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","NON OVERNIGHT TRVL EXP-GENERAL","Goods","03/30/2015","06/30/2015","03/30/2015","40","","Non-M/WBE"
"CT104020143013296","","SOLE VENDOR-COMMODITIES","1","25000","25000","11274.8","MENTORING MINDS, LP","No","N/A","Department of Education","SUPPLIES/MATERIALS/EQUIPMENT","SMALL PURCHASE - WRITTEN","BOOKS-OTHER","Goods","10/25/2013","06/30/2014","10/25/2013","08","","Non-M/WBE"
"CT104020143039640","","3 BIDS-COMMODITIES","1","25000","25000","14174","POCKET NURSE ENTERPRISES INC","No","N/A","Department of Education","PROGRAMS","SMALL PURCHASE - WRITTEN","SUPPLIES + MATERIALS - GENERAL","Human Services","03/20/2014","06/30/2014","03/20/2014","21","","Non-M/WBE"
